,seed,rmse,mae,target_tree_size,v,epochs,method
131,3,79.15262458948588,56.381176281409765,2,0.15,1000,Baseline (XGBoost)
132,3,76.93594499201103,52.52951103969057,3,0.15,1000,Baseline (XGBoost)
133,3,75.65135323225043,52.556621328405015,4,0.15,1000,Baseline (XGBoost)
134,3,76.72736015822338,52.770808609601794,5,0.15,1000,Baseline (XGBoost)
135,4,80.61378343210902,57.547611026476716,1,0.005,1000,Baseline (XGBoost)
136,4,79.85762014045332,56.720397289029435,2,0.005,1000,Baseline (XGBoost)
137,4,78.64310102979432,55.85592702600644,3,0.005,1000,Baseline (XGBoost)
138,4,77.82403730758035,54.98190492524093,4,0.005,1000,Baseline (XGBoost)
139,4,77.39551892020178,54.018541006521545,5,0.005,1000,Baseline (XGBoost)
140,4,80.40100455061753,57.26583768962502,1,0.01,1000,Baseline (XGBoost)
141,4,79.84541116034367,56.71383609020088,2,0.01,1000,Baseline (XGBoost)
142,4,78.60664292720179,55.73941056454344,3,0.01,1000,Baseline (XGBoost)
143,4,77.94987968303501,55.017185548733835,4,0.01,1000,Baseline (XGBoost)
144,4,77.2772129032947,53.89462252058758,5,0.01,1000,Baseline (XGBoost)
145,4,80.48212675322041,57.321038979073776,1,0.02,1000,Baseline (XGBoost)
146,4,79.9046782834282,56.672841175305095,2,0.02,1000,Baseline (XGBoost)
147,4,78.75040063858741,55.74211600875949,3,0.02,1000,Baseline (XGBoost)
148,4,78.04847264355341,54.86609304309226,4,0.02,1000,Baseline (XGBoost)
149,4,77.61927166283562,54.16717090835374,5,0.02,1000,Baseline (XGBoost)
150,4,80.50644858801193,57.364775863152026,1,0.03,1000,Baseline (XGBoost)
151,4,79.88187729568602,56.507265695960335,2,0.03,1000,Baseline (XGBoost)
152,4,78.82906291992114,55.67430049704605,3,0.03,1000,Baseline (XGBoost)
153,4,78.12965267333193,54.946142786200284,4,0.03,1000,Baseline (XGBoost)
154,4,77.67097201614389,54.09051025523053,5,0.03,1000,Baseline (XGBoost)
155,4,80.62756648101437,57.385816452233506,1,0.05,1000,Baseline (XGBoost)
156,4,80.13053262938939,56.557447821100254,2,0.05,1000,Baseline (XGBoost)
157,4,79.29622780277982,55.9375253502259,3,0.05,1000,Baseline (XGBoost)
158,4,78.23042413197523,54.67687592782081,4,0.05,1000,Baseline (XGBoost)
159,4,77.4498704112992,53.705638444545876,5,0.05,1000,Baseline (XGBoost)
160,4,80.59375322157469,57.30838865669785,1,0.08,1000,Baseline (XGBoost)
161,4,80.38328845843277,56.596042211876544,2,0.08,1000,Baseline (XGBoost)
162,4,78.7493659342672,55.39310827485821,3,0.08,1000,Baseline (XGBoost)
163,4,78.33408837815524,54.93690684195143,4,0.08,1000,Baseline (XGBoost)
164,4,77.90485976517346,53.93563088296629,5,0.08,1000,Baseline (XGBoost)
165,4,80.88312626648265,57.5771691736382,1,0.1,1000,Baseline (XGBoost)
166,4,80.95771946270575,56.72111007650434,2,0.1,1000,Baseline (XGBoost)
167,4,78.892977483109,54.56710366121156,3,0.1,1000,Baseline (XGBoost)
168,4,78.66122062954473,54.97431992069917,4,0.1,1000,Baseline (XGBoost)
169,4,78.05479985768399,53.86570263243206,5,0.1,1000,Baseline (XGBoost)
170,4,81.17916903904066,57.85811892375759,1,0.12,1000,Baseline (XGBoost)
171,4,81.03792769597328,56.90444073960803,2,0.12,1000,Baseline (XGBoost)
172,4,79.34478094490183,55.340423835507075,3,0.12,1000,Baseline (XGBoost)
173,4,78.61637056350652,54.55978059918632,4,0.12,1000,Baseline (XGBoost)
174,4,76.64463751661806,52.27428743831799,5,0.12,1000,Baseline (XGBoost)
175,4,81.15054320923007,57.86059924282323,1,0.15,1000,Baseline (XGBoost)
176,4,81.07974779952318,56.91932047944297,2,0.15,1000,Baseline (XGBoost)
177,4,79.04821640485983,54.782105582813955,3,0.15,1000,Baseline (XGBoost)
178,4,79.33107732916596,54.81469055682593,4,0.15,1000,Baseline (XGBoost)
179,4,78.77928992647932,54.636242403364335,5,0.15,1000,Baseline (XGBoost)
180,5,81.86059395106244,58.21554840791963,1,0.005,1000,Baseline (XGBoost)
181,5,81.17540426403582,57.78177167278779,2,0.005,1000,Baseline (XGBoost)
182,5,79.86298078827193,56.70424931794621,3,0.005,1000,Baseline (XGBoost)
183,5,79.77552912807438,55.97087500404982,4,0.005,1000,Baseline (XGBoost)
184,5,79.8563408009678,55.02225701573013,5,0.005,1000,Baseline (XGBoost)
185,5,81.83081679380511,58.203456859128536,1,0.01,1000,Baseline (XGBoost)
186,5,81.21589856506932,57.79586082423453,2,0.01,1000,Baseline (XGBoost)
187,5,79.48016921814346,56.319786191173655,3,0.01,1000,Baseline (XGBoost)
188,5,79.78444177186248,55.94724089297788,4,0.01,1000,Baseline (XGBoost)
189,5,79.82180826554782,55.02227951125186,5,0.01,1000,Baseline (XGBoost)
190,5,81.6081247709485,58.03934105396023,1,0.02,1000,Baseline (XGBoost)
191,5,81.12667561784788,57.62997059704485,2,0.02,1000,Baseline (XGBoost)
192,5,79.37242736257143,56.14909396838918,3,0.02,1000,Baseline (XGBoost)
193,5,79.48439205157501,55.601189354956595,4,0.02,1000,Baseline (XGBoost)
194,5,79.33534394110782,54.50051165595901,5,0.02,1000,Baseline (XGBoost)
195,5,81.46153867606151,57.90021384909631,1,0.03,1000,Baseline (XGBoost)
196,5,80.84767364962653,57.36100872084394,2,0.03,1000,Baseline (XGBoost)
197,5,79.3150359591505,55.991002224808035,3,0.03,1000,Baseline (XGBoost)
198,5,79.6864231334388,55.72523284880277,4,0.03,1000,Baseline (XGBoost)
199,5,79.66357067962728,54.774390504719236,5,0.03,1000,Baseline (XGBoost)
200,5,81.31178675844394,57.69716102956496,1,0.05,1000,Baseline (XGBoost)
201,5,81.00913024920278,57.34396787765148,2,0.05,1000,Baseline (XGBoost)
202,5,78.76086437261931,55.547185859422434,3,0.05,1000,Baseline (XGBoost)
203,5,79.53850613667544,55.45871120004796,4,0.05,1000,Baseline (XGBoost)
204,5,79.42482919944932,53.86955791339945,5,0.05,1000,Baseline (XGBoost)
205,5,81.49111068035036,57.85967357408032,1,0.08,1000,Baseline (XGBoost)
206,5,81.28121334409707,57.41804374156213,2,0.08,1000,Baseline (XGBoost)
207,5,78.87246065061454,55.38578699009524,3,0.08,1000,Baseline (XGBoost)
208,5,79.11005082374538,54.83089120648772,4,0.08,1000,Baseline (XGBoost)
209,5,79.5202253327814,54.00290953133772,5,0.08,1000,Baseline (XGBoost)
210,5,81.51119738644773,57.91848658122626,1,0.1,1000,Baseline (XGBoost)
211,5,80.888372131136,57.20890830679763,2,0.1,1000,Baseline (XGBoost)
212,5,79.04227474270814,55.39789678973261,3,0.1,1000,Baseline (XGBoost)
213,5,78.99452638357394,54.51286808175232,4,0.1,1000,Baseline (XGBoost)
214,5,80.39275711215136,54.74732359615876,5,0.1,1000,Baseline (XGBoost)
215,5,81.59047863951479,58.15624113113232,1,0.12,1000,Baseline (XGBoost)
216,5,81.51872661242422,57.51952799398705,2,0.12,1000,Baseline (XGBoost)
217,5,79.24784866325226,55.62600061510516,3,0.12,1000,Baseline (XGBoost)
218,5,79.14897191506394,53.73750232496316,4,0.12,1000,Baseline (XGBoost)
219,5,78.86577120981957,52.97302859314043,5,0.12,1000,Baseline (XGBoost)
220,5,81.47785698106696,58.24289836525576,1,0.15,1000,Baseline (XGBoost)
221,5,81.1819864576745,57.02559182557107,2,0.15,1000,Baseline (XGBoost)
222,5,79.14846687530131,55.228665661320306,3,0.15,1000,Baseline (XGBoost)
223,5,79.9418294090479,55.33885703155363,4,0.15,1000,Baseline (XGBoost)
224,5,80.8632410700574,54.94511861547825,5,0.15,1000,Baseline (XGBoost)
