,seed,disturbance_level,rmse,mae,source_tree_size,target_tree_size,v,tau,epochs
287,2.0,1.0,0.6342515696195635,0.4918808076635219,3.0,3.0,0.1,0.99,300.0
288,2.0,2.0,1.8271597234212698,1.4442919505429679,1.0,1.0,0.05,0.97,200.0
289,2.0,2.0,2.1444631474929947,1.7099122490368477,1.0,1.0,0.05,0.99,200.0
290,2.0,2.0,1.2452516978058124,0.9737296414341708,1.0,2.0,0.05,0.97,200.0
291,2.0,2.0,1.4918297036602328,1.1809935637328965,1.0,2.0,0.05,0.99,200.0
292,2.0,2.0,1.1003236350611023,0.8514294962979864,1.0,3.0,0.05,0.97,200.0
293,2.0,2.0,1.2762342426699749,1.0002628156414848,1.0,3.0,0.05,0.99,200.0
294,2.0,2.0,1.6738469411262686,1.3326054543865646,2.0,1.0,0.05,0.97,200.0
295,2.0,2.0,1.8975390858825598,1.5163747526104647,2.0,1.0,0.05,0.99,200.0
296,2.0,2.0,1.1532132648665272,0.912776869426232,2.0,2.0,0.05,0.97,200.0
297,2.0,2.0,1.3586739739882214,1.076498293604375,2.0,2.0,0.05,0.99,200.0
298,2.0,2.0,1.0282639112989957,0.7971308533227872,2.0,3.0,0.05,0.97,200.0
299,2.0,2.0,1.1564385177678194,0.9054603857323454,2.0,3.0,0.05,0.99,200.0
300,2.0,2.0,1.637189137683829,1.3136088888225794,3.0,1.0,0.05,0.97,200.0
301,2.0,2.0,1.8016675149035262,1.435956813055258,3.0,1.0,0.05,0.99,200.0
302,2.0,2.0,1.1085084228846018,0.8790988930253568,3.0,2.0,0.05,0.97,200.0
303,2.0,2.0,1.2782045672383684,1.01836239905962,3.0,2.0,0.05,0.99,200.0
304,2.0,2.0,1.0084711641487363,0.7828058933022874,3.0,3.0,0.05,0.97,200.0
305,2.0,2.0,1.1335681286378925,0.8913739545489805,3.0,3.0,0.05,0.99,200.0
306,2.0,2.0,1.2734016548921698,0.9989376142697951,1.0,1.0,0.1,0.97,200.0
307,2.0,2.0,1.551001207465138,1.222707574819694,1.0,1.0,0.1,0.99,200.0
308,2.0,2.0,0.9426945696112059,0.7359662711649133,1.0,2.0,0.1,0.97,200.0
309,2.0,2.0,1.054050281655069,0.8279634254572831,1.0,2.0,0.1,0.99,200.0
310,2.0,2.0,0.9685241009244022,0.7549983903239478,1.0,3.0,0.1,0.97,200.0
311,2.0,2.0,1.019771672290347,0.7952639115878818,1.0,3.0,0.1,0.99,200.0
312,2.0,2.0,1.179663612891314,0.924419992275157,2.0,1.0,0.1,0.97,200.0
313,2.0,2.0,1.3681000645429722,1.084901309038918,2.0,1.0,0.1,0.99,200.0
314,2.0,2.0,0.9033642905872631,0.7107573628799437,2.0,2.0,0.1,0.97,200.0
315,2.0,2.0,0.9860082554051315,0.7780506842712399,2.0,2.0,0.1,0.99,200.0
316,2.0,2.0,0.8966252713196146,0.7010001986924943,2.0,3.0,0.1,0.97,200.0
317,2.0,2.0,0.8947059658005666,0.7013222656975115,2.0,3.0,0.1,0.99,200.0
318,2.0,2.0,1.1189475220994336,0.8814502885928795,3.0,1.0,0.1,0.97,200.0
319,2.0,2.0,1.2801022910536426,1.0165889881329853,3.0,1.0,0.1,0.99,200.0
320,2.0,2.0,0.8477757037179647,0.6697813192126625,3.0,2.0,0.1,0.97,200.0
321,2.0,2.0,0.9249638170665935,0.7322888456799402,3.0,2.0,0.1,0.99,200.0
322,2.0,2.0,0.8647251699316004,0.6744168037404754,3.0,3.0,0.1,0.97,200.0
323,2.0,2.0,0.8820761150341042,0.6932966838774551,3.0,3.0,0.1,0.99,200.0
324,2.0,2.0,1.446338090026093,1.134494682123005,1.0,1.0,0.05,0.97,300.0
325,2.0,2.0,1.6503926429258686,1.3013956222230074,1.0,1.0,0.05,0.99,300.0
326,2.0,2.0,1.0179776766818223,0.7932553956100442,1.0,2.0,0.05,0.97,300.0
327,2.0,2.0,1.116774093654174,0.8762440716351168,1.0,2.0,0.05,0.99,300.0
328,2.0,2.0,0.9844701070594906,0.7641552891560305,1.0,3.0,0.05,0.97,300.0
329,2.0,2.0,1.0352443022914064,0.8048685511279078,1.0,3.0,0.05,0.99,300.0
330,2.0,2.0,1.3440076543164585,1.0553878420089269,2.0,1.0,0.05,0.97,300.0
331,2.0,2.0,1.4707690872504502,1.1787128981146202,2.0,1.0,0.05,0.99,300.0
332,2.0,2.0,0.9739117793095069,0.7663653393927593,2.0,2.0,0.05,0.97,300.0
333,2.0,2.0,1.0302084822324942,0.8108918011458076,2.0,2.0,0.05,0.99,300.0
334,2.0,2.0,0.9247562015631284,0.7172335955732644,2.0,3.0,0.05,0.97,300.0
335,2.0,2.0,0.9296656668651749,0.7250071409724487,2.0,3.0,0.05,0.99,300.0
336,2.0,2.0,1.303087354807946,1.033743617000061,3.0,1.0,0.05,0.97,300.0
337,2.0,2.0,1.4167177682891106,1.1431555455797333,3.0,1.0,0.05,0.99,300.0
338,2.0,2.0,0.9476724259574459,0.7431664609103542,3.0,2.0,0.05,0.97,300.0
339,2.0,2.0,0.9743462186966954,0.7712972531562768,3.0,2.0,0.05,0.99,300.0
340,2.0,2.0,0.9040915864396257,0.7029236548156416,3.0,3.0,0.05,0.97,300.0
341,2.0,2.0,0.9283112820728994,0.7265505663155213,3.0,3.0,0.05,0.99,300.0
342,2.0,2.0,1.0579416822528718,0.8332138921431415,1.0,1.0,0.1,0.97,300.0
343,2.0,2.0,1.1561106317638628,0.9081379145357017,1.0,1.0,0.1,0.99,300.0
344,2.0,2.0,0.8664720014767465,0.6790083726122953,1.0,2.0,0.1,0.97,300.0
345,2.0,2.0,0.8981163985800503,0.7029770800492261,1.0,2.0,0.1,0.99,300.0
346,2.0,2.0,0.9252788601895985,0.7237652767576639,1.0,3.0,0.1,0.97,300.0
347,2.0,2.0,0.9479327961549985,0.7397821151764925,1.0,3.0,0.1,0.99,300.0
348,2.0,2.0,1.0422396589675182,0.8236687491255796,2.0,1.0,0.1,0.97,300.0
349,2.0,2.0,1.0630798805671706,0.8366103784562178,2.0,1.0,0.1,0.99,300.0
350,2.0,2.0,0.8432350040591979,0.6647456656310793,2.0,2.0,0.1,0.97,300.0
351,2.0,2.0,0.8827386539818839,0.6963085534840955,2.0,2.0,0.1,0.99,300.0
352,2.0,2.0,0.8465684010773512,0.6619387536969331,2.0,3.0,0.1,0.97,300.0
353,2.0,2.0,0.8234712538121394,0.6437344877728517,2.0,3.0,0.1,0.99,300.0
354,2.0,2.0,0.9848431342927602,0.7779051994393448,3.0,1.0,0.1,0.97,300.0
355,2.0,2.0,1.0208786307276825,0.805512688760844,3.0,1.0,0.1,0.99,300.0
356,2.0,2.0,0.7997003348680961,0.6330606839936969,3.0,2.0,0.1,0.97,300.0
357,2.0,2.0,0.8157762266505305,0.6444089698247037,3.0,2.0,0.1,0.99,300.0
358,2.0,2.0,0.8204602617224638,0.6402878037055003,3.0,3.0,0.1,0.97,300.0
359,2.0,2.0,0.7960699467533763,0.624084831069962,3.0,3.0,0.1,0.99,300.0
360,2.0,3.0,1.8410906919661285,1.4675408572228006,1.0,1.0,0.05,0.97,200.0
361,2.0,3.0,2.177218453107776,1.7469279525219281,1.0,1.0,0.05,0.99,200.0
362,2.0,3.0,1.154301990995199,0.9112623799529469,1.0,2.0,0.05,0.97,200.0
363,2.0,3.0,1.419034162524963,1.125852401703333,1.0,2.0,0.05,0.99,200.0
364,2.0,3.0,1.0045448363776255,0.7830677918724693,1.0,3.0,0.05,0.97,200.0
365,2.0,3.0,1.197833745068726,0.942717435752625,1.0,3.0,0.05,0.99,200.0
366,2.0,3.0,1.8318993599985045,1.460132615576619,2.0,1.0,0.05,0.97,200.0
367,2.0,3.0,2.1769827178148784,1.7474836827163414,2.0,1.0,0.05,0.99,200.0
368,2.0,3.0,1.1533725889347732,0.9092003699079467,2.0,2.0,0.05,0.97,200.0
369,2.0,3.0,1.4155609464369012,1.1250977272030824,2.0,2.0,0.05,0.99,200.0
370,2.0,3.0,1.0160235590915605,0.7920469413710964,2.0,3.0,0.05,0.97,200.0
371,2.0,3.0,1.1847744389978547,0.9322233314538145,2.0,3.0,0.05,0.99,200.0
372,2.0,3.0,1.8048983079995873,1.4379490455446304,3.0,1.0,0.05,0.97,200.0
373,2.0,3.0,2.154475095869146,1.7268923341840676,3.0,1.0,0.05,0.99,200.0
374,2.0,3.0,1.1571705788373072,0.9122756438764309,3.0,2.0,0.05,0.97,200.0
375,2.0,3.0,1.4046794309170123,1.114013089751846,3.0,2.0,0.05,0.99,200.0
376,2.0,3.0,0.9903390489123142,0.774486708129623,3.0,3.0,0.05,0.97,200.0
377,2.0,3.0,1.1617184260043316,0.9160048824083434,3.0,3.0,0.05,0.99,200.0
378,2.0,3.0,1.2566177115328039,0.997401185903752,1.0,1.0,0.1,0.97,200.0
379,2.0,3.0,1.5446448100791437,1.2312311137396548,1.0,1.0,0.1,0.99,200.0
380,2.0,3.0,0.876712291965169,0.694563212010293,1.0,2.0,0.1,0.97,200.0
381,2.0,3.0,0.980768897116312,0.7767354248599276,1.0,2.0,0.1,0.99,200.0
382,2.0,3.0,0.8680240940930717,0.6839050557573872,1.0,3.0,0.1,0.97,200.0
383,2.0,3.0,0.9122669140291473,0.7166358300594028,1.0,3.0,0.1,0.99,200.0
384,2.0,3.0,1.2566016952042522,0.9989034128582852,2.0,1.0,0.1,0.97,200.0
385,2.0,3.0,1.5417224753515995,1.229329275966851,2.0,1.0,0.1,0.99,200.0
386,2.0,3.0,0.8691334886903717,0.6897229435526672,2.0,2.0,0.1,0.97,200.0
387,2.0,3.0,0.9727679175466025,0.7705705965921436,2.0,2.0,0.1,0.99,200.0
388,2.0,3.0,0.8415986928205916,0.6636917751515216,2.0,3.0,0.1,0.97,200.0
389,2.0,3.0,0.904338288897239,0.7102276110572602,2.0,3.0,0.1,0.99,200.0
390,2.0,3.0,1.2437959077856222,0.9874988438052027,3.0,1.0,0.1,0.97,200.0
391,2.0,3.0,1.513904052972696,1.20679971089803,3.0,1.0,0.1,0.99,200.0
392,2.0,3.0,0.8674873153641867,0.6889957092372139,3.0,2.0,0.1,0.97,200.0
393,2.0,3.0,0.954032403360222,0.7556786770835991,3.0,2.0,0.1,0.99,200.0
394,2.0,3.0,0.8597868838705818,0.6768590446497961,3.0,3.0,0.1,0.97,200.0
395,2.0,3.0,0.9003073531359145,0.7078281295886016,3.0,3.0,0.1,0.99,200.0
396,2.0,3.0,1.4319818241438589,1.1381027269123887,1.0,1.0,0.05,0.97,300.0
397,2.0,3.0,1.6490580715162457,1.3131489108221448,1.0,1.0,0.05,0.99,300.0
398,2.0,3.0,0.9292976495462132,0.7350243739827121,1.0,2.0,0.05,0.97,300.0
399,2.0,3.0,1.031639245044163,0.8160533790568714,1.0,2.0,0.05,0.99,300.0
400,2.0,3.0,0.8806491215827831,0.6895464531375214,1.0,3.0,0.05,0.97,300.0
401,2.0,3.0,0.9409142754604498,0.7365812694500367,1.0,3.0,0.05,0.99,300.0
402,2.0,3.0,1.4284866799455902,1.1352864905050457,2.0,1.0,0.05,0.97,300.0
403,2.0,3.0,1.6480396401626123,1.3135120547253678,2.0,1.0,0.05,0.99,300.0
404,2.0,3.0,0.9199486847753576,0.7269847832095829,2.0,2.0,0.05,0.97,300.0
405,2.0,3.0,1.027910772522506,0.8146750637552888,2.0,2.0,0.05,0.99,300.0
406,2.0,3.0,0.8818351066176886,0.6904455488104603,2.0,3.0,0.05,0.97,300.0
407,2.0,3.0,0.9349139848500381,0.7343576030269084,2.0,3.0,0.05,0.99,300.0
408,2.0,3.0,1.4092204441513059,1.1197426430229733,3.0,1.0,0.05,0.97,300.0
409,2.0,3.0,1.6246747600126743,1.2949054112076444,3.0,1.0,0.05,0.99,300.0
410,2.0,3.0,0.9305749205523396,0.7375876901423125,3.0,2.0,0.05,0.97,300.0
411,2.0,3.0,1.0216004563614214,0.808807335904982,3.0,2.0,0.05,0.99,300.0
412,2.0,3.0,0.8756509275333957,0.6877162229836322,3.0,3.0,0.05,0.97,300.0
413,2.0,3.0,0.9236477579017123,0.7251997233026533,3.0,3.0,0.05,0.99,300.0
414,2.0,3.0,1.0443006654805485,0.829117378858277,1.0,1.0,0.1,0.97,300.0
415,2.0,3.0,1.1463223988544218,0.9090766576556408,1.0,1.0,0.1,0.99,300.0
416,2.0,3.0,0.7933302585146473,0.6318240555867531,1.0,2.0,0.1,0.97,300.0
417,2.0,3.0,0.8258032466315042,0.6554809528756621,1.0,2.0,0.1,0.99,300.0
418,2.0,3.0,0.8283589006949608,0.6539443172101927,1.0,3.0,0.1,0.97,300.0
419,2.0,3.0,0.8396131746531492,0.6624409491142689,1.0,3.0,0.1,0.99,300.0
420,2.0,3.0,1.0442115567087016,0.8313339323484726,2.0,1.0,0.1,0.97,300.0
421,2.0,3.0,1.1449259015245732,0.9092578870831054,2.0,1.0,0.1,0.99,300.0
422,2.0,3.0,0.7876614845736584,0.6273349287808019,2.0,2.0,0.1,0.97,300.0
423,2.0,3.0,0.8230840003605144,0.6534192891291224,2.0,2.0,0.1,0.99,300.0
424,2.0,3.0,0.8053464454978954,0.6377730409773625,2.0,3.0,0.1,0.97,300.0
425,2.0,3.0,0.8306826354769788,0.6554486320299167,2.0,3.0,0.1,0.99,300.0
426,2.0,3.0,1.037794991150504,0.8240873014605873,3.0,1.0,0.1,0.97,300.0
427,2.0,3.0,1.128590151522718,0.8960079640730788,3.0,1.0,0.1,0.99,300.0
428,2.0,3.0,0.7913789474305575,0.630217294130343,3.0,2.0,0.1,0.97,300.0
429,2.0,3.0,0.8027621708809408,0.6372191782389653,3.0,2.0,0.1,0.99,300.0
430,2.0,3.0,0.8271723704600171,0.652984834793693,3.0,3.0,0.1,0.97,300.0
431,2.0,3.0,0.8314363604288989,0.65634595254947,3.0,3.0,0.1,0.99,300.0
432,3.0,1.0,1.8447063348392,1.5027577936899914,1.0,1.0,0.05,0.97,200.0
433,3.0,1.0,1.878544277510335,1.5016763861539573,1.0,1.0,0.05,0.99,200.0
434,3.0,1.0,1.0360863708625847,0.8229452463933714,1.0,2.0,0.05,0.97,200.0
435,3.0,1.0,1.233643755309343,0.9791137790613457,1.0,2.0,0.05,0.99,200.0
436,3.0,1.0,0.9610613946234247,0.7570983339725759,1.0,3.0,0.05,0.97,200.0
437,3.0,1.0,1.072311650831899,0.8470908857552458,1.0,3.0,0.05,0.99,200.0
438,3.0,1.0,1.7254019147775634,1.403302630847617,2.0,1.0,0.05,0.97,200.0
439,3.0,1.0,1.718625655203542,1.371804814011823,2.0,1.0,0.05,0.99,200.0
440,3.0,1.0,1.0667272380948443,0.8592560463323933,2.0,2.0,0.05,0.97,200.0
441,3.0,1.0,1.1716466595783206,0.9210575064972796,2.0,2.0,0.05,0.99,200.0
442,3.0,1.0,0.9504367592604552,0.7603874156275185,2.0,3.0,0.05,0.97,200.0
443,3.0,1.0,1.0356517550229076,0.8157943321389433,2.0,3.0,0.05,0.99,200.0
444,3.0,1.0,1.5729460607658923,1.273097185781922,3.0,1.0,0.05,0.97,200.0
445,3.0,1.0,1.5147911613841654,1.2060233565743539,3.0,1.0,0.05,0.99,200.0
446,3.0,1.0,1.0133165629593588,0.8059721552050977,3.0,2.0,0.05,0.97,200.0
447,3.0,1.0,1.053027240278767,0.8291998294816804,3.0,2.0,0.05,0.99,200.0
448,3.0,1.0,0.9145998782127287,0.7233628486118542,3.0,3.0,0.05,0.97,200.0
449,3.0,1.0,0.9566442244825031,0.7521730032829588,3.0,3.0,0.05,0.99,200.0
450,3.0,1.0,1.1706121432331233,0.9256849617029218,1.0,1.0,0.1,0.97,200.0
451,3.0,1.0,1.3521461189820547,1.0708993616411764,1.0,1.0,0.1,0.99,200.0
452,3.0,1.0,0.7886694059506562,0.6229115619315044,1.0,2.0,0.1,0.97,200.0
453,3.0,1.0,0.8261878147160095,0.6460395811673255,1.0,2.0,0.1,0.99,200.0
454,3.0,1.0,0.8072310973151474,0.6320758843335252,1.0,3.0,0.1,0.97,200.0
455,3.0,1.0,0.8414707133672151,0.6587747282420221,1.0,3.0,0.1,0.99,200.0
456,3.0,1.0,1.1164905093605626,0.8820108764342164,2.0,1.0,0.1,0.97,200.0
457,3.0,1.0,1.2586557893171222,0.994186971890976,2.0,1.0,0.1,0.99,200.0
458,3.0,1.0,0.7503924725893751,0.5873253652997981,2.0,2.0,0.1,0.97,200.0
459,3.0,1.0,0.7884926358072316,0.6142919481440614,2.0,2.0,0.1,0.99,200.0
460,3.0,1.0,0.7635744273311177,0.5986885638001368,2.0,3.0,0.1,0.97,200.0
461,3.0,1.0,0.800324918778373,0.6243794350568882,2.0,3.0,0.1,0.99,200.0
462,3.0,1.0,1.0754772166025743,0.8519006467604697,3.0,1.0,0.1,0.97,200.0
463,3.0,1.0,1.0694184952454782,0.84367295360145,3.0,1.0,0.1,0.99,200.0
464,3.0,1.0,0.7501495604261359,0.5878012918303892,3.0,2.0,0.1,0.97,200.0
465,3.0,1.0,0.7273221462658215,0.567228587675725,3.0,2.0,0.1,0.99,200.0
466,3.0,1.0,0.7623419639170749,0.5990130746945354,3.0,3.0,0.1,0.97,200.0
467,3.0,1.0,0.7386995226966736,0.5782644372871787,3.0,3.0,0.1,0.99,200.0
468,3.0,1.0,1.3445748474750223,1.0690748066112348,1.0,1.0,0.05,0.97,300.0
469,3.0,1.0,1.4541070481177094,1.1541597726303898,1.0,1.0,0.05,0.99,300.0
470,3.0,1.0,0.846798967762641,0.6702197145269206,1.0,2.0,0.05,0.97,300.0
471,3.0,1.0,0.8984466272632079,0.7080842627702268,1.0,2.0,0.05,0.99,300.0
472,3.0,1.0,0.8590108080232866,0.6751657147054761,1.0,3.0,0.05,0.97,300.0
473,3.0,1.0,0.8535934818275197,0.6705645066607085,1.0,3.0,0.05,0.99,300.0
474,3.0,1.0,1.3664314322144628,1.1020630938928286,2.0,1.0,0.05,0.97,300.0
475,3.0,1.0,1.3468502576449122,1.0669758467194101,2.0,1.0,0.05,0.99,300.0
476,3.0,1.0,0.8358615867246806,0.6639114936187923,2.0,2.0,0.05,0.97,300.0
477,3.0,1.0,0.8687698579094533,0.6781633456976833,2.0,2.0,0.05,0.99,300.0
478,3.0,1.0,0.8418012153991874,0.6661517592730631,2.0,3.0,0.05,0.97,300.0
479,3.0,1.0,0.8423783904415412,0.6591688375754595,2.0,3.0,0.05,0.99,300.0
480,3.0,1.0,1.2729017178349444,1.0198236758585042,3.0,1.0,0.05,0.97,300.0
481,3.0,1.0,1.225013326574691,0.9716614082342183,3.0,1.0,0.05,0.99,300.0
482,3.0,1.0,0.8284815496798629,0.6536903904615832,3.0,2.0,0.05,0.97,300.0
483,3.0,1.0,0.810959588864539,0.6345200906704614,3.0,2.0,0.05,0.99,300.0
484,3.0,1.0,0.8067697124305422,0.6323976399054063,3.0,3.0,0.05,0.97,300.0
485,3.0,1.0,0.7966888402082951,0.6233579475562665,3.0,3.0,0.05,0.99,300.0
486,3.0,1.0,1.0232006629339434,0.8092808742385521,1.0,1.0,0.1,0.97,300.0
487,3.0,1.0,1.0747157361988686,0.8487302112292556,1.0,1.0,0.1,0.99,300.0
488,3.0,1.0,0.7345627329477605,0.5801462900664995,1.0,2.0,0.1,0.97,300.0
489,3.0,1.0,0.7208508684274779,0.5625234953721514,1.0,2.0,0.1,0.99,300.0
490,3.0,1.0,0.7796624438568798,0.6120085121546814,1.0,3.0,0.1,0.97,300.0
491,3.0,1.0,0.7950024460474322,0.6223212372893003,1.0,3.0,0.1,0.99,300.0
492,3.0,1.0,1.0064154651848753,0.7961860604536248,2.0,1.0,0.1,0.97,300.0
493,3.0,1.0,1.0446353296799802,0.8249544077472707,2.0,1.0,0.1,0.99,300.0
494,3.0,1.0,0.6946852903207312,0.5440427781020426,2.0,2.0,0.1,0.97,300.0
495,3.0,1.0,0.688038999781306,0.5376021956117721,2.0,2.0,0.1,0.99,300.0
496,3.0,1.0,0.739688969999398,0.5805271758328314,2.0,3.0,0.1,0.97,300.0
497,3.0,1.0,0.7525285403672565,0.587963302386084,2.0,3.0,0.1,0.99,300.0
498,3.0,1.0,0.9801949826705637,0.7748482386343941,3.0,1.0,0.1,0.97,300.0
499,3.0,1.0,0.9731856147210745,0.7684202677297887,3.0,1.0,0.1,0.99,300.0
500,3.0,1.0,0.7048642118646562,0.5518420103272067,3.0,2.0,0.1,0.97,300.0
501,3.0,1.0,0.6739593000528924,0.5257951174166522,3.0,2.0,0.1,0.99,300.0
502,3.0,1.0,0.7527375975354076,0.5911457522579125,3.0,3.0,0.1,0.97,300.0
503,3.0,1.0,0.7020743871677656,0.5495942578484954,3.0,3.0,0.1,0.99,300.0
504,3.0,2.0,1.7813626474711541,1.4156070113879795,1.0,1.0,0.05,0.97,200.0
505,3.0,2.0,2.1375953095291997,1.7087673704714863,1.0,1.0,0.05,0.99,200.0
506,3.0,2.0,1.199933650994574,0.939383763129313,1.0,2.0,0.05,0.97,200.0
507,3.0,2.0,1.4538166984711258,1.1480569077584541,1.0,2.0,0.05,0.99,200.0
508,3.0,2.0,1.007200138606404,0.7804048248587596,1.0,3.0,0.05,0.97,200.0
509,3.0,2.0,1.1777031790692318,0.9162905885076498,1.0,3.0,0.05,0.99,200.0
510,3.0,2.0,1.764526720434441,1.4028367967518374,2.0,1.0,0.05,0.97,200.0
511,3.0,2.0,2.1203581185353446,1.6942912578344607,2.0,1.0,0.05,0.99,200.0
512,3.0,2.0,1.1897107328952112,0.9318924417800525,2.0,2.0,0.05,0.97,200.0
513,3.0,2.0,1.4281955215835584,1.1261224594946198,2.0,2.0,0.05,0.99,200.0
514,3.0,2.0,0.9945469053158791,0.7707464225724079,2.0,3.0,0.05,0.97,200.0
515,3.0,2.0,1.1696219954697222,0.9095091642770862,2.0,3.0,0.05,0.99,200.0
516,3.0,2.0,1.6649528371677675,1.3246075378654247,3.0,1.0,0.05,0.97,200.0
517,3.0,2.0,1.9035729514798176,1.521450337286791,3.0,1.0,0.05,0.99,200.0
518,3.0,2.0,1.1463744635135702,0.902792220923744,3.0,2.0,0.05,0.97,200.0
519,3.0,2.0,1.307286492667129,1.0281587182307343,3.0,2.0,0.05,0.99,200.0
520,3.0,2.0,0.9719381036356901,0.7667653201318403,3.0,3.0,0.05,0.97,200.0
521,3.0,2.0,1.0457247768403424,0.8170708274594654,3.0,3.0,0.05,0.99,200.0
522,3.0,2.0,1.2409734347511743,0.9817125674128578,1.0,1.0,0.1,0.97,200.0
523,3.0,2.0,1.506866970809901,1.1929469084003088,1.0,1.0,0.1,0.99,200.0
524,3.0,2.0,0.9836924429936659,0.7700586573838691,1.0,2.0,0.1,0.97,200.0
525,3.0,2.0,1.0565112735144977,0.8265709564324659,1.0,2.0,0.1,0.99,200.0
526,3.0,2.0,0.9190947987915249,0.7195928291940918,1.0,3.0,0.1,0.97,200.0
527,3.0,2.0,0.9409012986012706,0.7358389723612647,1.0,3.0,0.1,0.99,200.0
528,3.0,2.0,1.2304277446121903,0.973288459905348,2.0,1.0,0.1,0.97,200.0
529,3.0,2.0,1.4952095155296792,1.183022337764311,2.0,1.0,0.1,0.99,200.0
530,3.0,2.0,0.9653819542695278,0.7550361300021183,2.0,2.0,0.1,0.97,200.0
531,3.0,2.0,1.0431533902077401,0.8165651533816903,2.0,2.0,0.1,0.99,200.0
532,3.0,2.0,0.884039680703149,0.6890493841376734,2.0,3.0,0.1,0.97,200.0
533,3.0,2.0,0.9120710793660372,0.7098806565321633,2.0,3.0,0.1,0.99,200.0
534,3.0,2.0,1.1498899621768148,0.9108549583723121,3.0,1.0,0.1,0.97,200.0
535,3.0,2.0,1.324606842606223,1.0476765400745305,3.0,1.0,0.1,0.99,200.0
536,3.0,2.0,0.9241840176148416,0.7277319777537421,3.0,2.0,0.1,0.97,200.0
537,3.0,2.0,0.9588693028614604,0.7538353187672561,3.0,2.0,0.1,0.99,200.0
538,3.0,2.0,0.8459688187773132,0.6670910526721068,3.0,3.0,0.1,0.97,200.0
539,3.0,2.0,0.8076517177636823,0.6294972949300863,3.0,3.0,0.1,0.99,200.0
540,3.0,2.0,1.3955972984518694,1.1037933269767055,1.0,1.0,0.05,0.97,300.0
541,3.0,2.0,1.6046142662208587,1.2728263788520262,1.0,1.0,0.05,0.99,300.0
542,3.0,2.0,1.014501275515327,0.7929232203638957,1.0,2.0,0.05,0.97,300.0
543,3.0,2.0,1.101439689169652,0.8610617724724109,1.0,2.0,0.05,0.99,300.0
544,3.0,2.0,0.915167813881926,0.7128302359225965,1.0,3.0,0.05,0.97,300.0
545,3.0,2.0,0.9553598350515448,0.7447791703023798,1.0,3.0,0.05,0.99,300.0
546,3.0,2.0,1.384479941656127,1.0941194170210176,2.0,1.0,0.05,0.97,300.0
547,3.0,2.0,1.5907067802341652,1.2617105929700458,2.0,1.0,0.05,0.99,300.0
548,3.0,2.0,1.0080163523420593,0.7897246508109533,2.0,2.0,0.05,0.97,300.0
549,3.0,2.0,1.0756309141894762,0.8388748260391887,2.0,2.0,0.05,0.99,300.0
550,3.0,2.0,0.9081570760601968,0.7074971832508375,2.0,3.0,0.05,0.97,300.0
551,3.0,2.0,0.9521984357463865,0.7404827188666381,2.0,3.0,0.05,0.99,300.0
552,3.0,2.0,1.3223396610164189,1.0458102194236898,3.0,1.0,0.05,0.97,300.0
553,3.0,2.0,1.4459899710699178,1.1461853945135645,3.0,1.0,0.05,0.99,300.0
554,3.0,2.0,0.9902086393303351,0.7790801300745205,3.0,2.0,0.05,0.97,300.0
555,3.0,2.0,1.0170201554575864,0.7984953242056863,3.0,2.0,0.05,0.99,300.0
556,3.0,2.0,0.8820287540513766,0.6958452130470709,3.0,3.0,0.05,0.97,300.0
557,3.0,2.0,0.8594797471780994,0.6732208877626851,3.0,3.0,0.05,0.99,300.0
558,3.0,2.0,1.0593417986473095,0.8378133323437953,1.0,1.0,0.1,0.97,300.0
559,3.0,2.0,1.1472881849280097,0.907228798058195,1.0,1.0,0.1,0.99,300.0
560,3.0,2.0,0.9453773200485615,0.7406035108254012,1.0,2.0,0.1,0.97,300.0
561,3.0,2.0,0.9363962225876922,0.7342712217966677,1.0,2.0,0.1,0.99,300.0
562,3.0,2.0,0.8917164584327033,0.6982733029592355,1.0,3.0,0.1,0.97,300.0
563,3.0,2.0,0.8942494002419541,0.7005852877158828,1.0,3.0,0.1,0.99,300.0
564,3.0,2.0,1.0578872933261434,0.837115088467195,2.0,1.0,0.1,0.97,300.0
565,3.0,2.0,1.139179143858636,0.900499887204063,2.0,1.0,0.1,0.99,300.0
566,3.0,2.0,0.8975030398295277,0.70410141943859,2.0,2.0,0.1,0.97,300.0
567,3.0,2.0,0.9417496263565955,0.7396260918673377,2.0,2.0,0.1,0.99,300.0
568,3.0,2.0,0.8640380597514775,0.6746545211995741,2.0,3.0,0.1,0.97,300.0
569,3.0,2.0,0.863798855357896,0.6740326662583577,2.0,3.0,0.1,0.99,300.0
570,3.0,2.0,1.0093780400756036,0.7996591652099136,3.0,1.0,0.1,0.97,300.0
571,3.0,2.0,1.0545495762900658,0.8356626326215021,3.0,1.0,0.1,0.99,300.0
572,3.0,2.0,0.8604993467785793,0.6771022919147621,3.0,2.0,0.1,0.97,300.0
573,3.0,2.0,0.8751406643482306,0.6899531221374936,3.0,2.0,0.1,0.99,300.0
574,3.0,2.0,0.823572238505099,0.648845357758106,3.0,3.0,0.1,0.97,300.0
575,3.0,2.0,0.7654058987366973,0.5985868258874394,3.0,3.0,0.1,0.99,300.0
576,3.0,3.0,1.750429030804153,1.390705649235928,1.0,1.0,0.05,0.97,200.0
577,3.0,3.0,2.065326960084407,1.6493359922513362,1.0,1.0,0.05,0.99,200.0
578,3.0,3.0,1.098815401035037,0.8637494382489825,1.0,2.0,0.05,0.97,200.0
