,seed,method,v,target_tree_size,rmse,mae
74,1,xgboost,0.08,3,7.208131321033245,4.834485193167978
75,1,xgboost_naive_transfer,0.08,3,7.4622623943675395,5.411889912603293
76,1,xgboost,0.08,4,7.50513554370996,5.012834640767473
77,1,xgboost_naive_transfer,0.08,4,7.452786884022584,5.4122585111218795
78,1,xgboost,0.08,5,7.986870503679887,5.262761665881646
79,1,xgboost_naive_transfer,0.08,5,7.442169751657864,5.373445344770225
80,1,xgboost,0.08,6,8.320413065780933,5.395659451001005
81,1,xgboost_naive_transfer,0.08,6,7.431612110837896,5.365072324066045
82,1,xgboost,0.08,7,8.601225806823944,5.577598867641586
83,1,xgboost_naive_transfer,0.08,7,7.523515206845792,5.3964644075864845
84,1,xgboost,0.1,1,6.964379479423832,4.669848663006163
85,1,xgboost_naive_transfer,0.1,1,7.526916679105522,5.479153856840354
86,1,xgboost,0.1,2,7.128439664924937,4.783559672338294
87,1,xgboost_naive_transfer,0.1,2,7.480969235958477,5.444141078453824
88,1,xgboost,0.1,3,7.205683859885316,4.843272877756106
89,1,xgboost_naive_transfer,0.1,3,7.476031750868485,5.42181035975311
90,1,xgboost,0.1,4,7.465917251243595,5.003559040148965
91,1,xgboost_naive_transfer,0.1,4,7.473402162027224,5.421526317995016
92,1,xgboost,0.1,5,7.933800464677097,5.225469048693241
93,1,xgboost_naive_transfer,0.1,5,7.454140153836078,5.372639780153123
94,1,xgboost,0.1,6,8.307927907884183,5.39557757220641
95,1,xgboost_naive_transfer,0.1,6,7.46951009850467,5.386385318896782
96,1,xgboost,0.1,7,8.513758547494424,5.561476499498771
97,1,xgboost_naive_transfer,0.1,7,7.538092363222165,5.424263235699502
98,1,xgboost,0.12,1,6.940434719216071,4.6528873598377585
99,1,xgboost_naive_transfer,0.12,1,7.486817564106904,5.461932699819921
100,1,xgboost,0.12,2,7.063676892879403,4.750269671759278
101,1,xgboost_naive_transfer,0.12,2,7.490978273528607,5.449566406474882
102,1,xgboost,0.12,3,7.255987444028549,4.86299868896226
103,1,xgboost_naive_transfer,0.12,3,7.465115685392758,5.419199390825678
104,1,xgboost,0.12,4,7.568819477579602,5.089274278783459
105,1,xgboost_naive_transfer,0.12,4,7.464071758399796,5.416193374367676
106,1,xgboost,0.12,5,7.77860034951471,5.136210754634848
107,1,xgboost_naive_transfer,0.12,5,7.419222677649302,5.388853540668993
108,1,xgboost,0.12,6,8.436003258542513,5.501467972172781
109,1,xgboost_naive_transfer,0.12,6,7.441592257069266,5.3929997083326535
110,1,xgboost,0.12,7,8.442636423860922,5.504295393177285
111,1,xgboost_naive_transfer,0.12,7,7.590112276510549,5.465269331809172
