,seed,disturbance_level,rmse,mae,target_tree_size,v,epochs,method
115,3,1,1.3639830939878559,1.0788704798777855,1,0.08,1000,Baseline (XGBoost)
116,3,1,1.3729972720878083,1.0840892070940262,2,0.08,1000,Baseline (XGBoost)
117,3,1,1.469666615841158,1.1784256636129251,3,0.08,1000,Baseline (XGBoost)
118,3,1,1.5919839763236865,1.2829128599382653,4,0.08,1000,Baseline (XGBoost)
119,3,1,1.675492864942183,1.3501207767558487,5,0.08,1000,Baseline (XGBoost)
120,3,1,1.3574692286115664,1.0751331533279265,1,0.1,1000,Baseline (XGBoost)
121,3,1,1.3405527003895574,1.057209894344487,2,0.1,1000,Baseline (XGBoost)
122,3,1,1.4927703605011362,1.191143567025832,3,0.1,1000,Baseline (XGBoost)
123,3,1,1.6182071560520679,1.300027485265306,4,0.1,1000,Baseline (XGBoost)
124,3,1,1.671750209081464,1.3461712898601113,5,0.1,1000,Baseline (XGBoost)
125,3,1,1.3609283700326646,1.073818481735016,1,0.12,1000,Baseline (XGBoost)
126,3,1,1.354560136994828,1.07363211498295,2,0.12,1000,Baseline (XGBoost)
127,3,1,1.5189979757979926,1.1982812813260286,3,0.12,1000,Baseline (XGBoost)
128,3,1,1.576255305869294,1.2621887193020307,4,0.12,1000,Baseline (XGBoost)
129,3,1,1.7444436836675647,1.4059084043521857,5,0.12,1000,Baseline (XGBoost)
130,3,1,1.3640371000500913,1.078570169605139,1,0.15,1000,Baseline (XGBoost)
131,3,1,1.410791379974257,1.1204754540611799,2,0.15,1000,Baseline (XGBoost)
132,3,1,1.4822606662799427,1.1810526821504073,3,0.15,1000,Baseline (XGBoost)
133,3,1,1.6411471250280547,1.320223751512035,4,0.15,1000,Baseline (XGBoost)
134,3,1,1.7164890827584596,1.3840210830345714,5,0.15,1000,Baseline (XGBoost)
135,4,1,2.0559269327104595,1.666041131219177,1,0.005,1000,Baseline (XGBoost)
136,4,1,1.4848088938501245,1.175693682727385,2,0.005,1000,Baseline (XGBoost)
137,4,1,1.5362213139969472,1.2148282840814397,3,0.005,1000,Baseline (XGBoost)
138,4,1,1.5607685135109521,1.2325748195500643,4,0.005,1000,Baseline (XGBoost)
139,4,1,1.6881797120360564,1.359544645925016,5,0.005,1000,Baseline (XGBoost)
140,4,1,1.5364814473716049,1.2262445577049346,1,0.01,1000,Baseline (XGBoost)
141,4,1,1.3463137110685606,1.0492492484399287,2,0.01,1000,Baseline (XGBoost)
142,4,1,1.5180065771671056,1.1995510251708112,3,0.01,1000,Baseline (XGBoost)
143,4,1,1.5553508022253086,1.2293643963479806,4,0.01,1000,Baseline (XGBoost)
144,4,1,1.6816977481808106,1.3499910964425348,5,0.01,1000,Baseline (XGBoost)
145,4,1,1.3470292028448823,1.0532528425232548,1,0.02,1000,Baseline (XGBoost)
146,4,1,1.3524099311745021,1.051341740363775,2,0.02,1000,Baseline (XGBoost)
147,4,1,1.5114104780249524,1.1940935119146767,3,0.02,1000,Baseline (XGBoost)
148,4,1,1.5678026151038065,1.2397741363520873,4,0.02,1000,Baseline (XGBoost)
149,4,1,1.706899887495911,1.3712413984717673,5,0.02,1000,Baseline (XGBoost)
150,4,1,1.3634914758207497,1.06681012147341,1,0.03,1000,Baseline (XGBoost)
151,4,1,1.3372201533138535,1.0411893905195666,2,0.03,1000,Baseline (XGBoost)
152,4,1,1.5150466224294215,1.1937170898546225,3,0.03,1000,Baseline (XGBoost)
153,4,1,1.573783427139398,1.2453288323135403,4,0.03,1000,Baseline (XGBoost)
154,4,1,1.680608702905649,1.3427996847178156,5,0.03,1000,Baseline (XGBoost)
155,4,1,1.3640112797410322,1.0669211955785571,1,0.05,1000,Baseline (XGBoost)
156,4,1,1.340838936222016,1.0375889252252959,2,0.05,1000,Baseline (XGBoost)
157,4,1,1.5547081317208438,1.2219452610039045,3,0.05,1000,Baseline (XGBoost)
158,4,1,1.519246039989806,1.201390456743669,4,0.05,1000,Baseline (XGBoost)
159,4,1,1.7134738785252241,1.3667503124135951,5,0.05,1000,Baseline (XGBoost)
160,4,1,1.3448176334893611,1.0518263806310915,1,0.08,1000,Baseline (XGBoost)
161,4,1,1.3607594482223597,1.0728517479274913,2,0.08,1000,Baseline (XGBoost)
162,4,1,1.4787952717145543,1.1686054199566802,3,0.08,1000,Baseline (XGBoost)
163,4,1,1.5990442709356945,1.2620053506527193,4,0.08,1000,Baseline (XGBoost)
164,4,1,1.694827601366399,1.3546684114221326,5,0.08,1000,Baseline (XGBoost)
165,4,1,1.3442292474824262,1.0516260288258017,1,0.1,1000,Baseline (XGBoost)
166,4,1,1.3690714864266353,1.0735394368153592,2,0.1,1000,Baseline (XGBoost)
167,4,1,1.4750651180565415,1.16824926018217,3,0.1,1000,Baseline (XGBoost)
168,4,1,1.5542082976003313,1.2259534584426948,4,0.1,1000,Baseline (XGBoost)
169,4,1,1.7377759810389553,1.3800631074013543,5,0.1,1000,Baseline (XGBoost)
170,4,1,1.3443447499882057,1.053538258650744,1,0.12,1000,Baseline (XGBoost)
171,4,1,1.37119041110826,1.0692082239355831,2,0.12,1000,Baseline (XGBoost)
172,4,1,1.5121688085890648,1.1935207312672456,3,0.12,1000,Baseline (XGBoost)
173,4,1,1.6028942936366548,1.2563829507000608,4,0.12,1000,Baseline (XGBoost)
174,4,1,1.7220922489117385,1.3659089908087712,5,0.12,1000,Baseline (XGBoost)
175,4,1,1.3816137565952176,1.0813975227943557,1,0.15,1000,Baseline (XGBoost)
176,4,1,1.4296987635478837,1.1122072601451445,2,0.15,1000,Baseline (XGBoost)
177,4,1,1.4311629032119073,1.1278769519137546,3,0.15,1000,Baseline (XGBoost)
178,4,1,1.6359164043076178,1.274194477795369,4,0.15,1000,Baseline (XGBoost)
179,4,1,1.7041311280582123,1.3621642515862058,5,0.15,1000,Baseline (XGBoost)
180,5,1,2.2172556689525607,1.775037387062368,1,0.005,1000,Baseline (XGBoost)
181,5,1,1.6154222321559002,1.2847111080409788,2,0.005,1000,Baseline (XGBoost)
182,5,1,1.5084281361975829,1.2023532881354975,3,0.005,1000,Baseline (XGBoost)
183,5,1,1.5765095068067614,1.271770058598533,4,0.005,1000,Baseline (XGBoost)
184,5,1,1.7431555952737172,1.397738568622885,5,0.005,1000,Baseline (XGBoost)
185,5,1,1.6484887634324987,1.3200228799875586,1,0.01,1000,Baseline (XGBoost)
186,5,1,1.35650642296971,1.0828095846311856,2,0.01,1000,Baseline (XGBoost)
187,5,1,1.4367938257677944,1.1465877247263416,3,0.01,1000,Baseline (XGBoost)
188,5,1,1.552544620475115,1.2524446455611795,4,0.01,1000,Baseline (XGBoost)
189,5,1,1.719172833843183,1.3788326756638645,5,0.01,1000,Baseline (XGBoost)
190,5,1,1.3889692326125045,1.1133545009411459,1,0.02,1000,Baseline (XGBoost)
191,5,1,1.3522218692764048,1.0804414916629046,2,0.02,1000,Baseline (XGBoost)
192,5,1,1.4461163931078733,1.1514999607450824,3,0.02,1000,Baseline (XGBoost)
193,5,1,1.5552944753686426,1.251425025233671,4,0.02,1000,Baseline (XGBoost)
194,5,1,1.732325388305435,1.3895772422878134,5,0.02,1000,Baseline (XGBoost)
195,5,1,1.3887719079595449,1.1145114683030803,1,0.03,1000,Baseline (XGBoost)
196,5,1,1.3446358563370107,1.0753210904097827,2,0.03,1000,Baseline (XGBoost)
197,5,1,1.4744835652259007,1.1782292624633546,3,0.03,1000,Baseline (XGBoost)
198,5,1,1.5459038159837604,1.2461097511019075,4,0.03,1000,Baseline (XGBoost)
199,5,1,1.7265408258744535,1.3825763254016097,5,0.03,1000,Baseline (XGBoost)
200,5,1,1.3809002833015964,1.1111860021328566,1,0.05,1000,Baseline (XGBoost)
201,5,1,1.3304051089158937,1.065550134301612,2,0.05,1000,Baseline (XGBoost)
202,5,1,1.4329658430015664,1.1448535617778641,3,0.05,1000,Baseline (XGBoost)
203,5,1,1.577395122829961,1.266158972160575,4,0.05,1000,Baseline (XGBoost)
204,5,1,1.7109009463389941,1.364436221074104,5,0.05,1000,Baseline (XGBoost)
205,5,1,1.3965658741392988,1.118791474459027,1,0.08,1000,Baseline (XGBoost)
206,5,1,1.3477062389749233,1.0763514412169284,2,0.08,1000,Baseline (XGBoost)
207,5,1,1.4579828116564912,1.170569885898073,3,0.08,1000,Baseline (XGBoost)
208,5,1,1.5647542655703344,1.2451940912152712,4,0.08,1000,Baseline (XGBoost)
209,5,1,1.6876842580108464,1.339451385034318,5,0.08,1000,Baseline (XGBoost)
210,5,1,1.3836096946896157,1.1137758914222042,1,0.1,1000,Baseline (XGBoost)
211,5,1,1.329610895088123,1.0637229631644176,2,0.1,1000,Baseline (XGBoost)
212,5,1,1.4621767946150301,1.1771437854403124,3,0.1,1000,Baseline (XGBoost)
213,5,1,1.528255682865408,1.2203899208117805,4,0.1,1000,Baseline (XGBoost)
214,5,1,1.7803085478843788,1.4214965995065612,5,0.1,1000,Baseline (XGBoost)
215,5,1,1.4065849052361683,1.1298684997037567,1,0.12,1000,Baseline (XGBoost)
216,5,1,1.3201950606136743,1.05749594178325,2,0.12,1000,Baseline (XGBoost)
217,5,1,1.4558693127822409,1.1665902010715017,3,0.12,1000,Baseline (XGBoost)
218,5,1,1.5739223345158453,1.2621393282182698,4,0.12,1000,Baseline (XGBoost)
219,5,1,1.7615734794305706,1.396801536408513,5,0.12,1000,Baseline (XGBoost)
220,5,1,1.3774728793986037,1.109598145161139,1,0.15,1000,Baseline (XGBoost)
221,5,1,1.2873878267854733,1.0210469832199907,2,0.15,1000,Baseline (XGBoost)
222,5,1,1.482020592890165,1.1924775538459105,3,0.15,1000,Baseline (XGBoost)
223,5,1,1.6092305554218413,1.285222186870003,4,0.15,1000,Baseline (XGBoost)
224,5,1,1.769335170578069,1.3933518721298024,5,0.15,1000,Baseline (XGBoost)
