,seed,disturbance_level,rmse,mae,tree_size,v,epochs
321,1.0,3.0,0.8343492340827529,0.6597059170208018,2.0,0.05,500.0
322,1.0,3.0,0.9999248513622568,0.7949635359024902,3.0,0.05,500.0
323,1.0,3.0,1.079377980130178,0.8491662892498271,4.0,0.05,500.0
324,1.0,3.0,1.263672568466433,0.9953793019663679,5.0,0.05,500.0
325,1.0,3.0,0.9694267797921248,0.7630618632095585,1.0,0.1,500.0
326,1.0,3.0,0.7821161830905254,0.6200406024651874,2.0,0.1,500.0
327,1.0,3.0,0.9784374088169118,0.7730413265463775,3.0,0.1,500.0
328,1.0,3.0,1.1163943302666792,0.8805469960238148,4.0,0.1,500.0
329,1.0,3.0,1.2632058392714798,0.9924952963878481,5.0,0.1,500.0
330,1.0,3.0,0.9609669771719132,0.753564313455782,1.0,0.15,500.0
331,1.0,3.0,0.796651522967969,0.6326235418837935,2.0,0.15,500.0
332,1.0,3.0,0.9866347245428809,0.7824013480405123,3.0,0.15,500.0
333,1.0,3.0,1.1577408071515747,0.9120831753986341,4.0,0.15,500.0
334,1.0,3.0,1.2445970427675153,0.9788335960575392,5.0,0.15,500.0
335,1.0,3.0,0.9660823745065299,0.7591679312372389,1.0,0.2,500.0
336,1.0,3.0,0.8098105636576466,0.6426739397729087,2.0,0.2,500.0
337,1.0,3.0,1.038533013912594,0.8201816351564012,3.0,0.2,500.0
338,1.0,3.0,1.1453981957961492,0.8985378052527867,4.0,0.2,500.0
339,1.0,3.0,1.2768550582575322,1.0076217341637994,5.0,0.2,500.0
340,1.0,3.0,1.0285531234828431,0.8108438241212482,1.0,0.05,600.0
341,1.0,3.0,0.821871534943961,0.6497100411776512,2.0,0.05,600.0
342,1.0,3.0,0.9944993625368932,0.790205839841542,3.0,0.05,600.0
343,1.0,3.0,1.0784210932485259,0.848265307154032,4.0,0.05,600.0
344,1.0,3.0,1.263501114557388,0.9952378549479854,5.0,0.05,600.0
345,1.0,3.0,0.9648559555962939,0.7589852454044355,1.0,0.1,600.0
346,1.0,3.0,0.7774586750014781,0.6166607720220924,2.0,0.1,600.0
347,1.0,3.0,0.9777006103900292,0.7724314250512018,3.0,0.1,600.0
348,1.0,3.0,1.1160927578059456,0.8802812294287488,4.0,0.1,600.0
