,n_samples,time (s),Method
480,1000,9.465721845626831,LAD
481,1000,9.694729566574097,LAD
482,1000,10.051863193511963,LAD
483,1000,9.994946002960205,LAD
484,1000,10.003991842269897,LAD
485,1000,9.791378259658813,LAD
486,1000,9.905067920684814,LAD
487,1000,9.908218622207642,LAD
488,1000,9.943390369415283,LAD
489,1000,9.880009412765503,LAD
490,1000,9.65613865852356,LAD
491,1000,9.422476768493652,LAD
492,1000,9.358684062957764,LAD
493,1000,9.380820512771606,LAD
494,1000,9.776357412338257,LAD
495,1000,9.525157928466797,LAD
496,1000,9.546665668487549,LAD
497,1000,9.484136581420898,LAD
498,1000,9.716307640075684,LAD
499,1000,9.935653448104858,LAD
