,n_samples,time (s),Method
295,600,1.511117935180664,LS
296,600,1.427811622619629,LS
297,600,1.4414970874786377,LS
298,600,1.496208667755127,LS
299,600,1.477640151977539,LS
300,700,1.54561185836792,LS
301,700,1.5958433151245117,LS
302,700,1.6163907051086426,LS
303,700,1.5819215774536133,LS
304,700,1.6087110042572021,LS
305,700,1.589679479598999,LS
306,700,1.6107845306396484,LS
307,700,1.571338415145874,LS
308,700,1.581662893295288,LS
309,700,1.5866246223449707,LS
310,700,1.5439729690551758,LS
311,700,1.5016143321990967,LS
312,700,1.5269083976745605,LS
313,700,1.594620704650879,LS
314,700,1.5805587768554688,LS
315,700,1.5590848922729492,LS
316,700,1.5593388080596924,LS
317,700,1.5172622203826904,LS
318,700,1.5043296813964844,LS
319,700,1.5918338298797607,LS
320,700,1.5458056926727295,LS
321,700,1.5527229309082031,LS
322,700,1.5312597751617432,LS
323,700,1.516143798828125,LS
324,700,1.5359773635864258,LS
325,700,1.5741691589355469,LS
326,700,1.5795629024505615,LS
327,700,1.5913760662078857,LS
328,700,1.5559568405151367,LS
329,700,1.5456039905548096,LS
330,700,1.5780620574951172,LS
331,700,1.515265703201294,LS
332,700,1.5116660594940186,LS
333,700,1.5024447441101074,LS
334,700,1.5053257942199707,LS
335,700,1.555159568786621,LS
336,700,1.5466547012329102,LS
337,700,1.5452203750610352,LS
338,700,1.5747194290161133,LS
339,700,1.6027679443359375,LS
340,700,1.5715546607971191,LS
341,700,1.5916178226470947,LS
342,700,1.5839500427246094,LS
343,700,1.5726218223571777,LS
344,700,1.575443983078003,LS
345,700,1.5530083179473877,LS
346,700,1.6165592670440674,LS
347,700,1.5526082515716553,LS
348,700,1.52028226852417,LS
349,700,1.5205349922180176,LS
350,800,1.6856169700622559,LS
351,800,1.675347089767456,LS
352,800,1.6703641414642334,LS
353,800,1.6774001121520996,LS
354,800,1.649341106414795,LS
355,800,1.687589406967163,LS
356,800,1.7041897773742676,LS
357,800,1.7535381317138672,LS
358,800,1.6350517272949219,LS
359,800,1.6156444549560547,LS
360,800,1.6334152221679688,LS
361,800,1.6483163833618164,LS
362,800,1.664297103881836,LS
363,800,1.683269739151001,LS
364,800,1.6403405666351318,LS
365,800,1.6668527126312256,LS
366,800,1.6802189350128174,LS
367,800,1.6602208614349365,LS
368,800,1.6803998947143555,LS
369,800,1.6663293838500977,LS
370,800,1.6733314990997314,LS
371,800,1.6590025424957275,LS
372,800,1.6743977069854736,LS
373,800,1.6142725944519043,LS
374,800,1.6227529048919678,LS
375,800,1.6453289985656738,LS
376,800,1.630770206451416,LS
377,800,1.6289865970611572,LS
378,800,1.646613359451294,LS
379,800,1.6865589618682861,LS
380,800,1.6425633430480957,LS
381,800,1.699307918548584,LS
382,800,1.6649093627929688,LS
383,800,1.6009042263031006,LS
384,800,1.598928689956665,LS
385,800,1.6591081619262695,LS
386,800,1.6971025466918945,LS
387,800,1.6095564365386963,LS
388,800,1.6261723041534424,LS
389,800,1.6699984073638916,LS
390,800,1.7011089324951172,LS
391,800,1.6859064102172852,LS
392,800,1.7103729248046875,LS
393,800,1.7490487098693848,LS
394,800,1.6861674785614014,LS
395,800,1.6987814903259277,LS
396,800,1.7025883197784424,LS
397,800,1.707637071609497,LS
398,800,1.601184606552124,LS
399,800,1.6096620559692383,LS
400,900,1.7398245334625244,LS
401,900,1.7328438758850098,LS
402,900,1.7504031658172607,LS
403,900,1.7827963829040527,LS
404,900,1.7316560745239258,LS
405,900,1.7277042865753174,LS
406,900,1.7496287822723389,LS
407,900,1.7806553840637207,LS
408,900,1.7883775234222412,LS
409,900,1.8126778602600098,LS
410,900,1.7846033573150635,LS
411,900,1.7994775772094727,LS
412,900,1.7564196586608887,LS
413,900,1.7673852443695068,LS
414,900,1.7482967376708984,LS
415,900,1.7671561241149902,LS
416,900,1.742865800857544,LS
417,900,1.7722477912902832,LS
418,900,1.7300856113433838,LS
419,900,1.6951930522918701,LS
420,900,1.7172434329986572,LS
421,900,1.785292148590088,LS
422,900,1.7413911819458008,LS
423,900,1.7052912712097168,LS
424,900,1.6938693523406982,LS
425,900,1.7787890434265137,LS
426,900,1.7696099281311035,LS
427,900,1.8606255054473877,LS
428,900,1.8119056224822998,LS
429,900,1.80086350440979,LS
430,900,1.8049559593200684,LS
431,900,1.7783372402191162,LS
432,900,1.7793045043945312,LS
433,900,1.7713134288787842,LS
434,900,1.7882664203643799,LS
435,900,1.7023916244506836,LS
436,900,1.708099603652954,LS
437,900,1.753002405166626,LS
438,900,1.7161707878112793,LS
439,900,1.739271879196167,LS
440,900,1.775005578994751,LS
441,900,1.7151954174041748,LS
442,900,1.703932523727417,LS
443,900,1.6755201816558838,LS
444,900,1.7071747779846191,LS
445,900,1.7235734462738037,LS
446,900,1.7236509323120117,LS
447,900,1.741347312927246,LS
448,900,1.7609357833862305,LS
449,900,1.740941047668457,LS
450,1000,1.8137023448944092,LS
451,1000,1.8296000957489014,LS
452,1000,1.8495993614196777,LS
453,1000,1.8215997219085693,LS
454,1000,1.8506436347961426,LS
455,1000,1.842456340789795,LS
456,1000,1.7882444858551025,LS
457,1000,1.8018057346343994,LS
458,1000,1.8541271686553955,LS
459,1000,1.8260345458984375,LS
460,1000,1.8033442497253418,LS
461,1000,1.8476176261901855,LS
462,1000,1.8068625926971436,LS
463,1000,1.8357267379760742,LS
464,1000,1.8629941940307617,LS
465,1000,1.8545897006988525,LS
466,1000,1.860565423965454,LS
467,1000,1.8027973175048828,LS
468,1000,1.7830634117126465,LS
469,1000,1.8301985263824463,LS
470,1000,1.872936725616455,LS
471,1000,1.803178071975708,LS
472,1000,1.7913084030151367,LS
473,1000,1.8143396377563477,LS
474,1000,1.8990857601165771,LS
475,1000,1.8862957954406738,LS
476,1000,1.8313188552856445,LS
477,1000,1.843749761581421,LS
478,1000,1.859952688217163,LS
479,1000,1.8809058666229248,LS
480,1000,1.8818604946136475,LS
481,1000,1.8676214218139648,LS
482,1000,1.854353904724121,LS
483,1000,1.8458631038665771,LS
484,1000,1.828538417816162,LS
485,1000,1.7823057174682617,LS
486,1000,1.7878289222717285,LS
487,1000,1.805436134338379,LS
488,1000,1.817690372467041,LS
489,1000,1.8448996543884277,LS
490,1000,1.8255062103271484,LS
491,1000,1.8999736309051514,LS
492,1000,1.9003331661224365,LS
493,1000,1.9401698112487793,LS
494,1000,1.8437573909759521,LS
495,1000,1.8717362880706787,LS
496,1000,1.8439884185791016,LS
497,1000,1.8580358028411865,LS
498,1000,1.813857078552246,LS
499,1000,1.782181978225708,LS
