,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,1,100,1,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9394883325042542,1.556857126151626,1.9657165869969906,1.5692810941037123
0,1,100,9,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9009601494665718,1.5262677781903493,1.9614363634701286,1.5454324008096443
0,1,100,10,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.917602481021822,1.5391928264289145,1.9678724932020721,1.5510675864996566
0,1,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.9218830024400817,1.535480833241677,1.955598941756368,1.5367262744490835
0,1,100,7,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9465234506950466,1.5567455369404763,1.985653531871356,1.5590849289952522
0,1,100,8,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.0469116533790754,1.6338203268318612,2.1168803194210146,1.6824557595876095
0,1,100,2,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.9164008556351917,1.519756024645878,1.9246329756336453,1.5125400729159502
0,1,100,9,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.026304507896541,1.6196860438016247,2.1263249688565677,1.7070080413303137
0,1,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.965761526332676,1.5669666968640539,2.0071474572255537,1.578462308393891
0,1,100,4,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.986781998687874,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,6,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.986781998687874,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.986781998687874,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,1,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.885593199428687,1.514624984560044,1.8967916065709005,1.514034488729759
0,1,100,7,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9471105996588218,1.5621878905563045,1.9822950921038396,1.5573684843403894
0,1,100,2,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.8944150388036993,1.5170595808130833,1.9398570236164026,1.5459259065652893
0,1,100,10,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911815041491268,1.5347284655809645,1.9613382036805798,1.5495360143447914
0,1,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9456208245767685,1.5517801268378904,1.9895251251813117,1.5645935564091558
