,seed,target_instances,d,method,base_lr,fine_tuning_lr,dropout_rate,batch_norm,val_rmse,val_mae,rmse,mae
0,4,300,3,MLP,0.0005,5e-05,0.1,False,1.31934,1.0587249,1.4092551,1.128183
0,4,300,2,MLP,0.0005,0.0001,0.1,False,1.2465545,0.9887966,1.3555117,1.0647508
0,4,300,1,MLP,0.0005,0.0001,0.0,False,1.3261448,1.0502571,1.4089229,1.123316
0,4,300,3,MLP,0.0001,0.0001,0.0,True,1.698327,1.3427851,1.7670616,1.4059947
0,4,300,1,MLP,0.0005,0.0001,0.1,True,2.895457,2.6187356,2.93876,2.6498408
0,4,300,2,MLP,0.0005,5e-05,0.0,True,1.8072273,1.4422039,1.8566737,1.4868525
0,4,300,3,MLP,0.0001,0.0001,0.0,False,1.4983763,1.2200727,1.6043468,1.2756408
0,4,300,1,MLP,0.0005,0.0001,0.1,False,1.3603843,1.1192385,1.4351212,1.166552
0,4,300,2,MLP,0.0005,5e-05,0.0,False,1.3468554,1.0867107,1.4677883,1.1781644
0,4,300,3,MLP,0.0001,0.0001,0.1,True,2.0894125,1.760867,2.165892,1.841237
0,4,300,1,MLP,0.0005,5e-05,0.0,True,1.6502259,1.3188957,1.6789361,1.3253475
0,4,300,3,MLP,0.0001,0.0001,0.1,False,1.6477056,1.3511008,1.7744231,1.4306114
0,4,300,2,MLP,0.0005,5e-05,0.1,True,1.743276,1.3887991,1.8103287,1.460715
0,4,300,1,MLP,0.0005,5e-05,0.0,False,1.3166689,1.0386034,1.4273063,1.12583
0,4,300,3,MLP,0.0001,5e-05,0.0,True,1.8256065,1.4834685,1.9096636,1.5456967
0,4,300,2,MLP,0.0005,5e-05,0.1,False,1.3356447,1.0815635,1.4470671,1.1623067
0,4,300,1,MLP,0.0005,5e-05,0.1,True,1.6793301,1.3561972,1.772395,1.437097
0,4,300,3,MLP,0.0001,5e-05,0.0,False,1.5583755,1.2884215,1.6823511,1.3498071
0,4,300,2,MLP,0.0001,0.0001,0.0,True,1.7707458,1.429534,1.8967566,1.5280805
0,4,300,1,MLP,0.0005,5e-05,0.1,False,1.3161254,1.061404,1.4381027,1.154317
0,4,300,2,MLP,0.0001,0.0001,0.0,False,1.546573,1.2730554,1.6475698,1.3417119
0,4,300,3,MLP,0.0001,5e-05,0.1,True,1.7582484,1.4256514,1.898882,1.547296
0,4,300,1,MLP,0.0001,0.0001,0.0,True,1.8931495,1.5015923,1.9607376,1.576898
0,4,300,3,MLP,0.0001,5e-05,0.1,False,1.3792831,1.1018586,1.4976828,1.1806122
0,4,300,2,MLP,0.0001,0.0001,0.1,True,1.572849,1.2820845,1.713275,1.3837674
0,4,300,1,MLP,0.0001,0.0001,0.0,False,1.3598121,1.0765705,1.4613581,1.1686606
0,5,100,3,MLP,0.0005,0.0001,0.0,True,2.2974823,1.7809902,2.1453545,1.650646
0,4,300,2,MLP,0.0001,0.0001,0.1,False,1.3554254,1.086926,1.4834708,1.1892847
0,5,100,3,MLP,0.0005,0.0001,0.0,False,2.5405102,2.0593114,2.4918907,2.012762
0,4,300,1,MLP,0.0001,0.0001,0.1,True,1.8530359,1.5297403,1.9292804,1.597469
0,4,300,2,MLP,0.0001,5e-05,0.0,True,1.7600685,1.398682,1.8384658,1.4957662
0,5,100,3,MLP,0.0005,0.0001,0.1,True,2.4711642,1.8662964,2.3395004,1.7519257
0,4,300,1,MLP,0.0001,0.0001,0.1,False,1.2311866,0.974049,1.3445501,1.0664432
0,4,300,2,MLP,0.0001,5e-05,0.0,False,1.2323924,0.97620714,1.3385801,1.0700662
0,5,100,3,MLP,0.0005,0.0001,0.1,False,2.6444192,2.1553977,2.610575,2.110674
0,4,300,1,MLP,0.0001,5e-05,0.0,True,2.4122393,2.0407286,2.4499488,2.082949
0,5,100,3,MLP,0.0005,5e-05,0.0,True,2.51035,1.9821482,2.4082868,1.8904797
0,4,300,2,MLP,0.0001,5e-05,0.1,True,1.791533,1.4632303,1.878276,1.5473037
0,5,100,3,MLP,0.0005,5e-05,0.0,False,2.5367095,2.0613828,2.507317,2.0182788
0,4,300,1,MLP,0.0001,5e-05,0.0,False,1.2422096,0.96835464,1.3543187,1.0631925
0,4,300,2,MLP,0.0001,5e-05,0.1,False,1.3596594,1.0983374,1.4768724,1.1816742
