,Description,radius,datum,east,north,ForestClass,Biomassa_above,Biomassa_below,Basal_area,Basal_Area_Pine,Basal_Area_Spruce,Basal_Area_Contorta,Basal_Area_Decideous,Volume,Volume_Pine,Volume_Spruce,Volume_Contorta,Volume_Decideous,Dgv,Hgv,Mean_Age_basal_area_weighted,ScanDatum,leaveson,scanner_type,Plot,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,itot,imax,imean,isd,iskew,ikurt,ipground,ipcumzq10,ipcumzq30,ipcumzq50,ipcumzq70,ipcumzq90,p1th,p2th,p3th,p4th,p5th,pground,n,area,l_1,l_2,t_3,t_4,raster_image_path,north_processed,east_processed,area_code,gh,mahalanobi
8264,202026733060,10,2020-07-01,737800,7301000,31,61.4350606798836,20.5888422892464,20.6908957941074,19.842,0.808,0.0,0.0408957941074026,131.025316237349,128.108,6.302,0.0,-3.38468376265102,13.98,12.62,44.1,2019-07-27,2,0,202026733060,13.22,3.94901442307692,4.46841082455765,0.430931644359567,1.43021299580416,0.651685344191393,44.1105769230769,45.7932692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.22,2.5,6.044,7.2,8.001,8.67,9.178,9.7535,10.188,10.8835,28.0669144981413,30.6691449814126,31.9702602230483,35.8736059479554,41.4498141263941,53.1598513011152,70.2602230483271,89.5910780669145,98.3271375464684,2853900,17523,3430.16826923077,4883.77726839289,1.27314358533969,2.69020833822602,73.7107116577315,60.7015662777252,60.7015662777252,87.1384771715898,93.384876835208,97.6127404604226,57.9326923076923,38.9423076923077,3.125,0.0,0.0,40.2644230769231,832,388.0611,3.94901442307692,2.37282071531056,0.232733904318134,-0.124331792475379,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026733060.tif,7301000,737800,4,0.0,1.0306833750598279
8265,202026733120,10,2020-07-01,737200,7301000,31,33.3056727071546,11.1128429357531,12.3794724164656,12.29,0.0,0.0,0.0894724164656004,66.2950094877181,67.666,0.0,0.0,-1.37099051228189,12.52,10.42,41.1,2019-07-27,2,0,202026733120,11.77,2.89886363636364,3.52294583830231,0.667836305527813,1.82897089879169,0.672356424268574,40.4040404040404,42.4242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0340000000000003,0.06,0.13,0.946500000000002,2.996,4.62500000000001,5.594,6.285,7.084,7.6305,8.199,8.9735,32.1153846153846,37.3076923076923,40.7692307692308,46.9230769230769,57.6923076923077,69.6153846153846,85.7692307692308,95.3846153846154,99.2307692307692,3261762,22311,4118.38636363636,5233.23480947886,0.965974225146392,2.09715052995296,76.7116975426165,60.8088818252221,60.8088818252221,86.8623461797642,94.484300203387,97.8303137997193,61.3636363636364,36.3636363636364,2.27272727272727,0.0,0.0,43.4343434343434,792,366.1062,2.89886363636364,1.84863719368144,0.309947624194984,-0.0658451379828157,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026733120.tif,7301000,737200,4,0.0,0.46719311945963765
8267,202026742060,10,2020-07-15,751100,7306700,41,165.191116996586,55.6385847873652,35.9046538437088,8.442,21.746,0.0,5.7166538437088,313.554280683165,83.052,188.574,0.0,41.928280683165,25.52,18.84,93.4,2019-07-27,2,0,202026742060,25.41,9.855,6.80328960048041,-0.092669083658425,1.98074292629923,0.868458429957025,54.8899755501223,77.1393643031785,0.0,0.0,0.0,0.0940000000000001,4.365,6.172,7.2895,8.43,9.796,10.91,11.9335,12.7,13.3525,14.163,15.055,15.824,16.949,17.821,20.2545,8.34553440702782,11.7130307467057,24.597364568082,35.5783308931186,52.4158125915081,73.0600292825769,88.1405563689605,94.289897510981,98.389458272328,1630323,13120,1993.05990220049,3484.87029414748,2.43322182641411,7.11229464460522,33.1818909504436,31.7457338208441,45.1704968892667,59.3297769828433,77.7439194564513,94.3152369193099,57.7017114914425,30.6845965770171,10.0244498777506,1.58924205378973,0.0,16.3814180929095,818,384.3558,9.855,3.87396628191278,-0.022084461544736,0.0089586411343563,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026742060.tif,7306700,751100,4,1.737194570682422e-05,1.3013218424330242
8271,202026744120,10,2020-07-15,749900,7307300,41,50.6903940166577,15.8968639684714,12.7987120176164,0.0,3.992,0.0,8.8067120176164,82.0599585219234,0.0,26.282,0.0,55.7779585219234,13.94,13.44,45.6,2019-07-27,2,0,202026744120,12.81,3.45270685579196,3.80074780890079,0.599527097566181,1.92923015271884,0.733770756252096,45.5082742316785,50.2364066193853,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.16,0.2425,2.015,3.6075,4.33,5.06,5.945,6.6675,7.67,8.3125,9.045,10.2575,31.4785373608903,35.2941176470588,41.6534181240064,53.7360890302067,63.5930047694754,73.449920508744,86.0095389507154,93.3227344992051,98.0922098569157,4129289,16073,4880.95626477541,5426.05307395703,0.633090171404087,1.44776618220472,54.159711272328,43.5687596581397,52.4122433668363,80.8462183199093,87.052662092675,95.8196919614975,62.4113475177305,32.2695035460993,5.20094562647754,0.118203309692671,0.0,32.5059101654846,846,382.7472,3.45270685579196,2.05948003133437,0.255574256588905,-0.0622687565958421,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026744120.tif,7307300,749900,4,2.589184085129932e-07,1.627610900785816
8272,202026761060,10,2020-06-28,775400,7317600,33,40.1886212632981,13.4062887718979,10.6568873774822,9.876,0.0,0.0,0.7808873774822,81.2895334770804,77.882,0.0,0.0,3.40753347708039,20.5,16.02,69.6,2018-08-31,2,0,202026761060,18.44,3.92974973931178,5.79314984397583,1.04916842704887,2.47150987195343,0.531519089733841,33.0552659019812,33.8894681960375,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.07,0.09,0.12,0.16,0.367000000000002,7.302,8.67,10.05,12.339,14.006,15.5,54.6722454672245,55.9274755927476,57.1827057182706,60.3905160390516,68.8981868898187,75.1743375174337,81.8688981868898,90.5160390516039,97.21059972106,6399691,22901,6673.29614181439,5615.41347495195,0.0001529644416569,1.08927785502992,92.1444175976621,37.66944372783,46.9120149707228,72.4729053324606,95.3399312560559,98.5182565845757,70.9071949947862,23.5662148070907,5.42231491136601,0.104275286757039,0.0,63.5036496350365,959,390.2594,3.92974973931178,2.81413800910395,0.455181212163079,0.049515595517535,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026761060.tif,7317600,775400,4,2.2821096617306806e-07,1.7325507198383587
8273,202026761120,10,2020-06-28,775900,7317600,31,49.0352093594082,15.2639435679301,18.3236944514976,10.868,0.0,0.0,7.4556944514976,78.287673167259,55.114,0.0,0.0,23.173673167259,10.64,8.3,52.0,2018-08-31,2,0,202026761120,12.75,3.31082431307244,3.50378472558961,0.600755916530917,2.00958360809971,0.770146268860331,43.8800999167361,51.6236469608659,0.0,0.0,0.0,0.02,0.05,0.08,0.12,0.2,1.28,2.28,3.2,4.04,4.87,5.67,6.29,6.92,7.74,8.53000000000001,9.6,33.2659251769464,41.1526794742164,50.3538928210313,59.8584428715875,70.4752275025278,81.3953488372093,90.4954499494439,96.2588473205258,99.4944388270981,4514687,12684,3759.10657785179,4719.80809500044,1.12831478604684,2.35204032441102,66.8442574202818,31.0513885015728,58.078599911799,79.3400960022256,89.9515736085359,97.3063027403672,52.789342214821,38.8842631140716,7.82681099084097,0.499583680266445,0.0,36.8859283930058,1201,377.4288,3.31082431307244,1.91807633916181,0.237959719957599,-0.053507995102351,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026761120.tif,7317600,775900,4,9.439079149169768e-07,1.3733409418788178
8274,202026762060,10,2020-06-28,775900,7317000,31,52.0623651780259,17.6090777907656,17.8701909942196,16.85,0.792,0.0,0.228190994219597,103.211339665738,101.438,3.916,0.0,-2.14266033426201,14.04,11.44,64.1,2018-08-31,2,0,202026762060,14.28,3.25423762376238,4.13043252065701,0.80204330201935,2.10818869549371,0.631594905187063,39.3069306930693,40.990099009901,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.09,0.12,0.17,0.2595,2.292,4.88950000000001,6.123,7.0875,7.942,8.67,9.732,10.6855,47.8908188585608,50.4962779156328,53.2258064516129,60.6699751861042,69.2307692307692,80.3970223325062,89.5781637717122,96.8982630272953,98.7593052109181,5621245,25701,5565.58910891089,5544.05382577339,0.437466160497733,1.34191024842849,83.1074610695673,34.0417647691926,54.7872224035779,83.0533449440471,93.2915572973603,97.3464953048657,64.5544554455446,31.4851485148515,3.76237623762376,0.198019801980198,0.0,50.5940594059406,1010,389.8518,3.25423762376238,2.13371031017869,0.351252519341591,-0.0283706075542589,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026762060.tif,7317000,775900,4,3.428295178152325e-07,0.35454342835331915
8275,202026762120,10,2020-06-28,775900,7316400,31,71.2791294308966,23.8873440688803,21.8027232373697,20.554,0.892,0.0,0.356723237369703,136.98669431695,136.118,2.442,0.0,-1.57330568304999,15.44,12.54,55.6,2018-08-31,2,0,202026762120,14.38,4.18030411449016,4.2891625308788,0.450216450411093,1.62555356536626,0.75777403356815,44.9016100178891,49.3738819320215,0.0,0.0,0.03,0.0640000000000001,0.12,0.171,0.28,0.738,1.27,1.74,3.967,6.052,6.9805,7.7,8.18,8.86,9.3035,10.265,11.339,40.9687184661958,47.9313824419778,49.7477295660949,53.1786074672048,62.1594349142281,75.5802219979818,87.891019172553,95.2573158425833,99.4954591321897,3769810,22201,3371.92307692308,4415.67719757077,1.40505079868071,3.19128332262771,67.0689238980214,22.3122120212955,61.6811987872068,82.9496181505169,89.4214562537635,96.2698915860481,59.1234347048301,35.5098389982111,5.36672629695885,0.0,0.0,31.3953488372093,1118,366.2736,4.18030411449016,2.35068774493396,0.199973018451883,-0.0918159740563211,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026762120.tif,7316400,775900,4,0.0,0.9285242240683174
8277,202026763120,10,2020-06-28,774800,7316400,41,58.6754035369509,19.33398072268,18.7143800613043,13.24,0.286,0.0,5.1883800613043,109.745597418366,84.02,1.578,0.0,24.147597418366,14.78,11.8,96.6,2019-07-27,2,0,202026763120,14.12,4.11036480686695,4.18995487876744,0.606533745304058,2.07139636622313,0.803842085314729,43.7768240343348,56.5450643776824,0.0,0.0,0.0,0.01,0.05,0.11,0.2385,0.832000000000001,2.308,3.115,3.98,4.892,5.7,6.607,7.1975,8.268,9.657,10.38,11.859,27.8884462151394,35.0597609561753,46.7463479415671,56.0424966799469,67.9946879150066,76.3612217795485,83.3997343957503,92.0318725099602,96.2815405046481,2850038,23018,3057.98068669528,4482.05288094123,1.53548756974841,3.58758398876341,66.1968366737566,42.363364979695,63.9143758784971,76.922237528061,86.4876187615744,94.9930141282327,56.0085836909871,36.6952789699571,6.97424892703863,0.321888412017167,0.0,33.6909871244635,932,385.3225,4.11036480686695,2.31511729968699,0.223635615702396,-0.039641388135973,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026763120.tif,7316400,774800,4,1.1723358484126154e-06,0.580825917732137
8278,202026772120,10,2020-07-08,788100,7321600,23,27.0438437706534,7.42785982029775,8.01625486627622,1.11,1.524,0.0,5.38225486627622,30.7965076125047,4.508,7.142,0.0,19.1465076125047,10.76,7.86,41.9,2018-08-31,2,0,202026772120,12.37,2.6661334867664,3.10619549781401,0.807211712446966,2.31728787454918,0.656693404409927,41.4269275028769,43.4982738780207,0.0,0.0,0.0,0.04,0.09,0.15,0.208,0.27,0.366,0.48,1.45,2.954,3.842,4.642,5.48,5.952,6.456,7.32400000000001,8.536,45.9944751381216,50.0,57.4585635359116,66.7127071823204,79.0055248618785,88.3977900552486,94.7513812154696,98.7569060773481,99.7237569060774,4049563,13415,4660.02646720368,5071.85306376779,0.704952131125422,1.54977256994004,74.9908570381545,28.5198427583421,51.1057119002717,80.2267553313777,90.46568728527,97.2334298787301,63.0609896432681,33.716915995397,3.22209436133487,0.0,0.0,44.0736478711162,869,375.144,2.6661334867664,1.64730770046613,0.311161340289468,-0.0225161342935171,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026772120.tif,7321600,788100,4,0.0,1.3493645269981642
8280,202026781060,10,2020-08-01,800200,7328000,23,40.564,13.578,20.12888,13.608,1.386,0.0,5.13488,58.186,37.386,3.302,0.0,17.498,8.14,6.2,46.7,2018-08-22,2,0,202026781060,16.01,0.872091988130564,2.49116249270835,4.12957388298141,20.8723069257569,0.297591724169426,21.2166172106825,13.5014836795252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0410000000000002,0.117500000000001,0.97,1.57500000000001,2.667,3.742,58.3333333333333,81.6666666666667,89.5833333333333,89.5833333333333,89.5833333333333,90.8333333333333,95.0,95.0,98.75,5996984,20101,8897.60237388724,4832.93416231693,-0.913866442121912,2.0580700075904,88.6029210683237,81.481041136678,81.481041136678,81.481041136678,88.921197722055,98.974034281232,88.1305637982196,11.4243323442136,0.445103857566766,0.0,0.0,70.1780415430267,674,387.296,0.872091988130563,0.7685655927443,0.778352570308852,0.540493035783078,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026781060.tif,7328000,800200,4,0.0,1.941892743616691
8281,202026781120,10,2020-08-01,800800,7328000,23,21.8441467721848,7.31853699017676,7.79779830223718,1.932,1.33,0.0,4.53579830223718,28.7132289059292,7.058,6.214,0.0,15.4412289059292,7.88,6.9,34.9,2018-08-22,2,0,202026781120,16.12,2.52845520082389,3.07944199035475,1.36335505418462,5.24530253639526,0.63527979711335,41.091658084449,44.5932028836251,0.0,0.0,0.0,0.0,0.01,0.05,0.08,0.14,0.21,1.3,1.97,2.62,3.535,4.18,4.72,5.23,5.89,6.6,7.73,36.8493150684931,51.7808219178082,68.7671232876712,85.2054794520548,94.6575342465753,97.3972602739726,97.9452054794521,98.2191780821918,98.4931506849315,3807531,20660,3921.24716786818,4760.51966524401,1.08199565854295,2.35822755508087,76.981146049763,46.3005553992863,55.6900784261507,85.585645921202,91.3933202382331,96.9094670535841,62.615859938208,36.3542739443872,1.02986611740474,0.0,0.0,41.8125643666323,971,394.6176,2.52845520082389,1.58308378013951,0.33313972944723,0.0273150328928374,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026781120.tif,7328000,800800,4,0.0,1.3111139850233413
8282,202026782060,10,2020-08-01,800800,7327400,31,32.1627003159205,9.99686155542526,13.4616512039901,9.422,0.0,2.722,1.3176512039901,60.1354988247237,41.94,0.0,13.644,4.5514988247237,9.14,8.4,36.7,2018-08-18,2,0,202026782060,11.19,2.64314109165808,3.37870781736512,0.767158894346057,1.97492178130964,0.626317225528024,39.0319258496395,40.2677651905252,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.07,0.11,0.16,2.21,4.125,5.13,5.76,6.58,7.21,7.94,8.81,43.2432432432432,45.0924608819346,48.9331436699858,54.4807965860597,63.0156472261735,74.1109530583215,85.2062588904694,94.1678520625889,99.0042674253201,4022019,19401,4142.14109165808,4943.93333243244,0.925958669436486,2.01226800792179,85.1472854802526,42.4379646142895,49.2855702571271,82.9825269348553,94.222180452156,97.7356148740222,64.6755921730175,32.7497425334707,2.3686920700309,0.205973223480947,0.0,53.038105046344,971,371.2806,2.64314109165808,1.74078596833958,0.35056215404597,-0.0369160334862323,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026782060.tif,7327400,800800,4,4.066185153373764e-07,0.7804503127915268
8283,202026782120,10,2020-08-01,800800,7326800,42,132.912103972837,39.7250150473854,32.0265388908247,8.402,5.184,0.0,18.4405388908247,203.928592384348,64.016,34.846,0.0,105.066592384348,16.18,13.12,99.3,2018-08-18,2,0,202026782120,18.95,7.24486135181976,5.69005601069717,-0.0170020674612538,1.55663243894811,0.861835086504011,54.159445407279,68.370883882149,0.0,0.0,0.0,0.06,0.25,1.469,3.661,5.732,7.1285,7.8,8.59,9.666,10.8545,11.762,12.625,13.184,13.7105,14.421,15.4935,17.7083333333333,22.6041666666667,27.8125,37.9166666666667,51.3541666666667,62.1875,76.875,92.7083333333333,98.9583333333333,1560313,13800,1352.09098786828,2085.61535268282,4.27133507757892,21.252504612927,28.1698607907516,19.8580028494283,36.518570312495,49.2903026508143,69.5713616434651,89.5986254040055,52.2530329289428,34.9220103986135,11.525129982669,1.2998266897747,0.0,21.7504332755633,1154,376.3818,7.24486135181976,3.23761393305987,0.0156859644989207,-0.0793528734580712,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026782120.tif,7326800,800800,4,1.2013487481832778e-05,2.0610790402027828
8285,202026791060,10,2020-06-27,812400,7333200,31,67.948031105302,24.4045623706292,23.0533914852071,0.642,7.178,6.872,8.3613914852071,105.605955987851,3.664,27.438,40.556,33.947955987851,10.36,9.06,29.7,2018-08-18,2,0,202026791060,16.59,4.12330256410256,3.69568803153497,0.572389610349635,2.57325053570434,0.81363228642875,47.3846153846154,62.8717948717949,0.0,0.0,0.0,0.0,0.03,0.769999999999999,1.729,2.466,3.26,3.88,4.417,5.02,5.64,6.088,6.565,7.396,8.459,9.346,10.445,14.247311827957,29.0322580645161,47.3118279569892,67.8763440860215,79.7043010752688,90.7258064516129,96.6397849462366,98.9247311827957,99.1935483870968,3965176,27102,4066.84717948718,4806.68125061354,1.16791293449315,3.13182309927801,38.0806551840322,36.8656775890906,43.927860957496,63.3092452894903,79.1219355710818,93.705550522852,58.2564102564102,34.0512820512821,7.17948717948718,0.512820512820513,0.0,24.9230769230769,975,370.832,4.12330256410256,2.06925176644027,0.154716540070334,-0.0016388841366373,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026791060.tif,7333200,812400,4,1.2087283169323416e-06,1.4936214973030684
8286,202026791120,10,2020-06-27,812900,7333200,11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-18,2,0,202026791120,2.57,0.068169014084507,0.26113068408453,6.95929735409469,54.458653816824,0.0904076793530277,21.3028169014084,0.528169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.07,0.1,0.13,0.2,90.4977375565611,95.0226244343891,95.4751131221719,95.9276018099548,96.8325791855204,96.8325791855204,96.8325791855204,99.0950226244344,100.0,6788490,12575,11951.5669014085,1313.92836643786,-7.60107028659483,59.8721503570607,96.4001420050704,61.7719551770718,61.7719551770718,61.7719551770718,72.3082600106946,92.1399015097614,99.1197183098592,0.880281690140845,0.0,0.0,0.0,95.0704225352113,568,389.075,0.0681690140845071,0.0596014978761458,0.787796472519247,0.59972059941671,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026791120.tif,7333200,812900,4,0.0,1.268406359702269
8287,202026792060,10,2020-06-27,813000,7332600,33,80.3861111794157,27.1727909439147,21.6882388010528,20.408,1.104,0.0,0.1762388010528,168.370726383797,165.566,4.182,0.0,-1.377273616203,19.8,16.02,58.9,2018-08-18,2,0,202026792060,18.54,6.04594011976048,6.81198241929782,0.418548311552685,1.3758800066963,0.667992078576717,42.7544910179641,47.0658682634731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0830000000000001,1.14,2.917,9.768,11.002,12.388,13.375,14.19,14.92,15.562,16.421,21.5139442231076,27.4900398406375,29.0836653386454,29.2828685258964,31.6733067729084,42.4302788844621,55.9760956175299,74.1035856573705,93.2270916334661,3911983,12738,4685.00958083832,5235.17247555694,0.696181181936035,1.53215886083613,82.5496174190941,78.0556306098467,78.0556306098467,88.7922058966003,93.308074191529,97.2441853658362,64.9101796407186,29.1017964071856,5.98802395209581,0.0,0.0,43.7125748502994,835,374.3904,6.04594011976048,3.61581590775284,0.224779877854643,-0.133836138102039,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026792060.tif,7332600,813000,4,0.0,0.7480625786777797
8288,202026792120,10,2020-06-27,813000,7332000,31,100.95588523834,33.8061185966648,27.5686892683056,2.156,18.498,0.0,6.9146892683056,149.879868828807,12.924,111.12,0.0,25.835868828807,13.94,11.12,50.3,2018-08-18,2,0,202026792120,13.26,4.39038578680203,3.936314701374,0.141315167997632,1.5324848600671,0.794133349588457,51.6751269035533,61.2182741116751,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.444,3.558,4.69,5.56,6.27,6.826,7.434,7.89,8.444,8.944,9.53,10.342,6.45161290322581,10.9062980030722,19.6620583717358,29.4930875576037,44.0860215053763,62.5192012288787,82.3348694316436,94.0092165898618,99.0783410138249,3751182,12644,3808.30659898477,4600.13088707911,1.09594335700315,2.30073921431798,42.7487389308223,39.5259147649994,39.5259147649994,51.4614326897495,71.195345893641,90.2319855448229,56.0406091370558,34.2131979695431,9.03553299492386,0.710659898477157,0.0,35.2284263959391,985,392.633,4.39038578680203,2.20659491973092,0.088738852568448,-0.102942171283383,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026792120.tif,7332000,813000,4,1.805454609370408e-06,1.439522367691054
8289,202026793060,10,2020-06-27,812400,7331900,23,42.8315935128092,14.0725432569531,9.99596051499114,5.524,3.79,0.0,0.68196051499114,48.8959885128913,26.54,18.846,0.0,3.5099885128913,20.06,9.82,46.3,2018-08-18,2,0,202026793060,15.27,2.90778029445074,3.68649635626855,1.24705672988116,3.71842636177401,0.685430705511587,39.2978482446206,45.8663646659117,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.12,0.229,0.85,2.142,2.822,3.51,4.054,5.015,5.992,6.987,8.452,11.038,33.5423197492163,47.4921630094044,62.5391849529781,73.3542319749216,82.9153605015674,88.7147335423197,92.3197492163009,96.0815047021944,98.7460815047022,5304277,15830,6007.1087202718,5424.59966688691,0.211623719085929,1.09540717668146,69.0883413517054,45.4641414843154,51.8001228065578,81.7954454490216,89.7080224128566,96.1775563380268,65.6851642129105,28.7655719139298,5.20951302378256,0.339750849377123,0.0,40.7701019252548,883,380.9863,2.90778029445073,1.89351702477896,0.380778100075376,0.0624387479046718,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026793060.tif,7331900,812400,4,5.413695738241882e-07,1.4237301165753704
8290,202026793120,10,2020-06-27,811800,7331900,41,60.1891091870241,19.6415946583221,17.5242770070757,12.596,2.544,0.0,2.3842770070757,113.989170589537,87.796,15.018,0.0,11.175170589537,16.82,13.2,100.4,2018-08-18,2,0,202026793120,15.38,4.39822119815668,4.91492094012764,0.565566282804882,1.73111515272204,0.73494976612104,43.5023041474654,49.5852534562212,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.23,1.79,3.788,5.404,6.656,8.10400000000001,9.19,10.1,11.024,11.802,12.762,25.2400548696845,31.1385459533608,36.8998628257887,44.9931412894376,54.1838134430727,63.5116598079561,74.2112482853224,89.3004115226337,97.3936899862826,4765944,15200,4392.57511520737,5061.28023591877,0.830992899494084,1.75403190569672,67.768840758515,56.282050313642,56.282050313642,84.8247902199438,90.1547731152527,96.035916494193,61.1981566820277,30.7834101382488,7.46543778801843,0.552995391705069,0.0,37.7880184331797,1085,374.4268,4.39822119815668,2.6538233373578,0.256479776870446,-0.0831911006298177,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026793120.tif,7331900,811800,4,1.3693932645669406e-06,0.20160462350216196
8292,202026794120,10,2020-06-27,811700,7333100,21,0.0,0.0,0.0,0.0,0.01,0.0,-0.01,0.0,0.918,0.468,0.0,-1.386,0.0,0.0,12.4,2018-08-18,2,0,202026794120,3.68,0.126811352253756,0.505418813190702,4.9195958054312,27.1790868910612,0.152615375433684,11.8530884808013,2.83806343906511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.182,0.461,68.4684684684685,77.4774774774775,80.1801801801802,80.1801801801802,85.5855855855856,86.4864864864865,90.990990990991,94.5945945945946,100.0,6953027,25701,11607.7245409015,2421.46101850292,-3.3799416809084,17.8966256926798,80.2275757019209,84.1652419874107,84.1652419874107,84.1652419874107,84.1652419874107,93.2151852711057,96.8280467445743,3.17195325542571,0.0,0.0,0.0,77.4624373956594,599,386.5012,0.126811352253756,0.119231774250283,0.884713588373128,0.737736283713297,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026794120.tif,7333100,811700,4,0.0,1.3815383973661028
8293,202026803120,10,2020-07-11,824600,7337100,31,49.3536048588822,16.6836976576598,19.5326962591776,17.218,1.864,0.0,0.450696259177602,107.872166562938,97.72,11.012,0.0,-0.859833437061994,11.02,10.64,44.0,2018-08-18,2,0,202026803120,18.29,4.31608866995074,4.65732973794941,0.528179637985346,1.83562510479428,0.6941824804811,45.1231527093596,50.0492610837438,0.0,0.0,0.0,0.0,0.01,0.05,0.09,0.16,0.473,2.02,4.327,6.158,7.032,7.83,8.7,9.364,9.939,10.644,12.21,33.203125,39.5833333333333,44.0104166666667,55.859375,70.8333333333333,88.5416666666667,95.5729166666667,98.9583333333333,99.8697916666667,3403707,12412,3353.40591133005,4508.28158119584,1.32887453929654,2.85373191526599,72.5672039338286,45.1421347372145,59.4514745246874,87.3299023682121,91.1770020157434,96.6674276017295,58.8177339901478,35.6650246305419,5.22167487684729,0.295566502463054,0.0,38.8177339901478,1015,385.9218,4.31608866995074,2.52685547167244,0.229402465914886,-0.0827972991634963,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026803120.tif,7337100,824600,4,9.242892682057377e-07,1.514018648927747
8294,202026804060,10,2020-07-11,824500,7337600,42,85.4011043513566,26.1510917738507,18.5545211285622,2.9,0.0,0.0,15.6545211285622,128.389267609283,20.904,0.0,0.0,107.485267609283,19.46,15.0,121.3,2018-08-18,2,0,202026804060,17.29,5.50088954056696,6.36627793964513,0.543756223545165,1.54968253476603,0.69826137358717,40.3714565004888,46.9208211143695,0.0,0.0,0.0,0.01,0.03,0.05,0.07,0.1,0.15,1.09,2.882,5.874,9.293,10.924,12.435,13.336,14.24,15.156,15.869,41.2048192771084,45.5421686746988,49.8795180722892,52.0481927710843,54.9397590361446,60.7228915662651,67.3493975903614,78.7951807228916,90.7228915662651,4754180,12793,4647.29227761486,5269.78384737475,0.717067505271822,1.56254495733369,83.2056632268867,32.744700453075,59.7649016234135,88.8786078776992,93.2133196471316,97.8882583326672,58.1622678396872,32.258064516129,8.79765395894428,0.782013685239492,0.0,45.1612903225806,1023,391.2435,5.50088954056696,3.38039037556934,0.26383407693155,-0.105773989996819,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026804060.tif,7337600,824500,4,2.493006031216685e-06,1.3856101793596438
8295,202026804120,10,2020-07-11,824500,7338200,31,105.627116352191,34.5034065691032,23.3654568178853,0.0,0.9,0.0,22.4654568178853,151.344009138353,0.0,2.462,0.0,148.882009138353,14.66,13.74,32.1,2018-08-18,2,0,202026804120,16.54,6.43669776119403,5.75639808129046,0.045442320110795,1.35381678441991,0.782004723929017,53.4514925373134,58.955223880597,0.0,0.0,0.0,0.02,0.07,0.11,0.2,1.424,5.6995,7.655,8.85,9.79,10.453,11.12,11.6425,12.398,13.0035,13.64,14.8035,27.5312855517634,30.1478953356086,31.3993174061433,35.7224118316269,41.8657565415245,52.7872582480091,68.8282138794084,83.3902161547213,94.19795221843,3452667,22201,3220.77145522388,4223.25834897325,1.52142505458491,3.61055635743198,44.7570530259651,18.6093822543558,38.2655495012986,51.5771431186384,66.0239171631669,88.8686340153858,54.9440298507463,37.9664179104478,6.80970149253731,0.279850746268657,0.0,33.7686567164179,1072,378.816,6.43669776119402,3.19883506138774,0.0625938576999499,-0.131326163599562,Image_data/ALS_raster_metrics_plot_center_cut_90x90/202026804120.tif,7338200,824500,4,1.105569746258322e-06,1.1266147746927815
